#################################################################################################################
##Format                                                                                                         
# chan  c1_n2   n1      GEN                   PROCESS                              SAMPLE_NAME                   
#################################################################################################################
147108  -----   -----   Alpgen+Pythia6(Auto)  Zee+3p(60<M<2000GeV)                 Sample_zjet_alppythia_auto_ee
147109  -----   -----   Alpgen+Pythia6(Auto)  Zee+4p(60<M<2000GeV)                 Sample_zjet_alppythia_auto_ee
147110  -----   -----   Alpgen+Pythia6(Auto)  Zee+5p(60<M<2000GeV)                 Sample_zjet_alppythia_auto_ee
147113  -----   -----   Alpgen+Pythia6(Auto)  Zmumu+0p(60<M<2000GeV)               Sample_zjet_alppythia_auto_mm
147114  -----   -----   Alpgen+Pythia6(Auto)  Zmumu+1p(60<M<2000GeV)               Sample_zjet_alppythia_auto_mm
147115  -----   -----   Alpgen+Pythia6(Auto)  Zmumu+2p(60<M<2000GeV)               Sample_zjet_alppythia_auto_mm
147116  -----   -----   Alpgen+Pythia6(Auto)  Zmumu+3p(60<M<2000GeV)               Sample_zjet_alppythia_auto_mm
147117  -----   -----   Alpgen+Pythia6(Auto)  Zmumu+4p(60<M<2000GeV)               Sample_zjet_alppythia_auto_mm
147118  -----   -----   Alpgen+Pythia6(Auto)  Zmumu+5p(60<M<2000GeV)               Sample_zjet_alppythia_auto_mm
147121  -----   -----   Alpgen+Pythia6(Auto)  Ztautau+0p(60<M<2000GeV)_2l_EF       Sample_zjet_alppythia_auto_tt
147122  -----   -----   Alpgen+Pythia6(Auto)  Ztautau+1p(60<M<2000GeV)_2l_EF       Sample_zjet_alppythia_auto_tt
147123  -----   -----   Alpgen+Pythia6(Auto)  Ztautau+2p(60<M<2000GeV)_2l_EF       Sample_zjet_alppythia_auto_tt
147124  -----   -----   Alpgen+Pythia6(Auto)  Ztautau+3p(60<M<2000GeV)_2l_EF       Sample_zjet_alppythia_auto_tt
147125  -----   -----   Alpgen+Pythia6(Auto)  Ztautau+4p(60<M<2000GeV)_2l_EF       Sample_zjet_alppythia_auto_tt
147126  -----   -----   Alpgen+Pythia6(Auto)  Ztautau+5p(60<M<2000GeV)             Sample_zjet_alppythia_auto_tt

200332  -----   -----   Alpgen+Pythia6(Auto)  Zeebb+0p(60<M<2000)                  Sample_zhf_alppythia_auto_ee
200333  -----   -----   Alpgen+Pythia6(Auto)  Zeebb+1p(60<M<2000)                  Sample_zhf_alppythia_auto_ee
200334  -----   -----   Alpgen+Pythia6(Auto)  Zeebb+2p(60<M<2000)                  Sample_zhf_alppythia_auto_ee
200335  -----   -----   Alpgen+Pythia6(Auto)  Zeebb+3p(60<M<2000)                  Sample_zhf_alppythia_auto_ee
200340  -----   -----   Alpgen+Pythia6(Auto)  Zmumubb+0p(60<M<2000)                Sample_zhf_alppythia_auto_mm
200341  -----   -----   Alpgen+Pythia6(Auto)  Zmumubb+1p(60<M<2000)                Sample_zhf_alppythia_auto_mm
200342  -----   -----   Alpgen+Pythia6(Auto)  Zmumubb+2p(60<M<2000)                Sample_zhf_alppythia_auto_mm
200343  -----   -----   Alpgen+Pythia6(Auto)  Zmumubb+3p(60<M<2000)                Sample_zhf_alppythia_auto_mm
200348  -----   -----   Alpgen+Pythia6(Auto)  Ztautaubb+0p(60<M<2000)              Sample_zhf_alppythia_auto_tt
200349  -----   -----   Alpgen+Pythia6(Auto)  Ztautaubb+1p(60<M<2000)              Sample_zhf_alppythia_auto_tt
200350  -----   -----   Alpgen+Pythia6(Auto)  Ztautaubb+2p(60<M<2000)              Sample_zhf_alppythia_auto_tt
200351  -----   -----   Alpgen+Pythia6(Auto)  Ztautaubb+3p(60<M<2000)              Sample_zhf_alppythia_auto_tt

200432  -----   -----   Alpgen+Pythia6(Auto)  Zeecc+0p(60<M<2000)                  Sample_zhf_alppythia_auto_ee
200433  -----   -----   Alpgen+Pythia6(Auto)  Zeecc+1p(60<M<2000)                  Sample_zhf_alppythia_auto_ee
200434  -----   -----   Alpgen+Pythia6(Auto)  Zeecc+2p(60<M<2000)                  Sample_zhf_alppythia_auto_ee
200435  -----   -----   Alpgen+Pythia6(Auto)  Zeecc+3p(60<M<2000)                  Sample_zhf_alppythia_auto_ee
200440  -----   -----   Alpgen+Pythia6(Auto)  Zmumucc+0p(60<M<2000)                Sample_zhf_alppythia_auto_mm
200441  -----   -----   Alpgen+Pythia6(Auto)  Zmumucc+1p(60<M<2000)                Sample_zhf_alppythia_auto_mm
200442  -----   -----   Alpgen+Pythia6(Auto)  Zmumucc+2p(60<M<2000)                Sample_zhf_alppythia_auto_mm
200443  -----   -----   Alpgen+Pythia6(Auto)  Zmumucc+3p(60<M<2000)                Sample_zhf_alppythia_auto_mm
200448  -----   -----   Alpgen+Pythia6(Auto)  Ztautaucc+0p(60<M<2000)              Sample_zhf_alppythia_auto_tt
200449  -----   -----   Alpgen+Pythia6(Auto)  Ztautaucc+1p(60<M<2000)              Sample_zhf_alppythia_auto_tt
200450  -----   -----   Alpgen+Pythia6(Auto)  Ztautaucc+2p(60<M<2000)              Sample_zhf_alppythia_auto_tt
200451  -----   -----   Alpgen+Pythia6(Auto)  Ztautaucc+3p(60<M<2000)              Sample_zhf_alppythia_auto_tt

178354  -----   -----   Alpgen+Pythia6(auto)  Zee+0p(10<M<40)                      Sample_zdy_alppythia_auto_ee
178355  -----   -----   Alpgen+Pythia6(auto)  Zee+1p(10<M<40)                      Sample_zdy_alppythia_auto_ee
178356  -----   -----   Alpgen+Pythia6(auto)  Zee+2p(10<M<40)                      Sample_zdy_alppythia_auto_ee
178357  -----   -----   Alpgen+Pythia6(auto)  Zee+3p(10<M<40)                      Sample_zdy_alppythia_auto_ee
178358  -----   -----   Alpgen+Pythia6(auto)  Zee+4p(10<M<40)                      Sample_zdy_alppythia_auto_ee
178359  -----   -----   Alpgen+Pythia6(auto)  Zmumu+0p(10<M<40)                    Sample_zdy_alppythia_auto_mm
178360  -----   -----   Alpgen+Pythia6(auto)  Zmumu+1p(10<M<40)                    Sample_zdy_alppythia_auto_mm
178361  -----   -----   Alpgen+Pythia6(auto)  Zmumu+2p(10<M<40)                    Sample_zdy_alppythia_auto_mm
178362  -----   -----   Alpgen+Pythia6(auto)  Zmumu+3p(10<M<40)                    Sample_zdy_alppythia_auto_mm
178363  -----   -----   Alpgen+Pythia6(auto)  Zmumu+4p(10<M<40)                    Sample_zdy_alppythia_auto_mm
178364  -----   -----   Alpgen+Pythia6(auto)  Ztautau+0p(10<M<40)                  Sample_zdy_alppythia_auto_tt
178365  -----   -----   Alpgen+Pythia6(auto)  Ztautau+1p(10<M<40)                  Sample_zdy_alppythia_auto_tt
178366  -----   -----   Alpgen+Pythia6(auto)  Ztautau+2p(10<M<40)                  Sample_zdy_alppythia_auto_tt
178367  -----   -----   Alpgen+Pythia6(auto)  Ztautau+3p(10<M<40)                  Sample_zdy_alppythia_auto_tt
178368  -----   -----   Alpgen+Pythia6(auto)  Ztautau+4p(10<M<40)                  Sample_zdy_alppythia_auto_tt
178369  -----   -----   Alpgen+Pythia6(auto)  Zee+0p(40<M<60)                      Sample_zdy_alppythia_auto_ee
178370  -----   -----   Alpgen+Pythia6(auto)  Zee+1p(40<M<60)                      Sample_zdy_alppythia_auto_ee
178371  -----   -----   Alpgen+Pythia6(auto)  Zee+2p(40<M<60)                      Sample_zdy_alppythia_auto_ee
178372  -----   -----   Alpgen+Pythia6(auto)  Zee+3p(40<M<60)                      Sample_zdy_alppythia_auto_ee
178373  -----   -----   Alpgen+Pythia6(auto)  Zee+4p(40<M<60)                      Sample_zdy_alppythia_auto_ee
178374  -----   -----   Alpgen+Pythia6(auto)  Zmumu+0p(40<M<60)                    Sample_zdy_alppythia_auto_mm
178375  -----   -----   Alpgen+Pythia6(auto)  Zmumu+1p(40<M<60)                    Sample_zdy_alppythia_auto_mm
178376  -----   -----   Alpgen+Pythia6(auto)  Zmumu+2p(40<M<60)                    Sample_zdy_alppythia_auto_mm
178377  -----   -----   Alpgen+Pythia6(auto)  Zmumu+3p(40<M<60)                    Sample_zdy_alppythia_auto_mm
178378  -----   -----   Alpgen+Pythia6(auto)  Zmumu+4p(40<M<60)                    Sample_zdy_alppythia_auto_mm
178379  -----   -----   Alpgen+Pythia6(auto)  Ztautau+0p(40<M<60)                  Sample_zdy_alppythia_auto_tt
178380  -----   -----   Alpgen+Pythia6(auto)  Ztautau+1p(40<M<60)                  Sample_zdy_alppythia_auto_tt
178381  -----   -----   Alpgen+Pythia6(auto)  Ztautau+2p(40<M<60)                  Sample_zdy_alppythia_auto_tt
178382  -----   -----   Alpgen+Pythia6(auto)  Ztautau+3p(40<M<60)                  Sample_zdy_alppythia_auto_tt
178383  -----   -----   Alpgen+Pythia6(auto)  Ztautau+4p(40<M<60)                  Sample_zdy_alppythia_auto_tt
178384  -----   -----   Alpgen+Pythia6(auto)  Zeecc+0p(10<M<60)                    Sample_zdy_alppythia_auto_ee
178385  -----   -----   Alpgen+Pythia6(auto)  Zeecc+1p(10<M<60)                    Sample_zdy_alppythia_auto_ee
178386  -----   -----   Alpgen+Pythia6(auto)  Zeecc+2p(10<M<60)                    Sample_zdy_alppythia_auto_ee
178387  -----   -----   Alpgen+Pythia6(auto)  Zeecc+3p(10<M<60)                    Sample_zdy_alppythia_auto_ee
178388  -----   -----   Alpgen+Pythia6(auto)  Zmumucc+0p(10<M<60)                  Sample_zdy_alppythia_auto_mm
178389  -----   -----   Alpgen+Pythia6(auto)  Zmumucc+1p(10<M<60)                  Sample_zdy_alppythia_auto_mm
178390  -----   -----   Alpgen+Pythia6(auto)  Zmumucc+2p(10<M<60)                  Sample_zdy_alppythia_auto_mm
178391  -----   -----   Alpgen+Pythia6(auto)  Zmumucc+3p(10<M<60)                  Sample_zdy_alppythia_auto_mm
178392  -----   -----   Alpgen+Pythia6(auto)  Ztautaucc+0p(10<M<60)                Sample_zdy_alppythia_auto_tt
178393  -----   -----   Alpgen+Pythia6(auto)  Ztautaucc+1p(10<M<60)                Sample_zdy_alppythia_auto_tt
178394  -----   -----   Alpgen+Pythia6(auto)  Ztautaucc+2p(10<M<60)                Sample_zdy_alppythia_auto_tt
178395  -----   -----   Alpgen+Pythia6(auto)  Ztautaucc+3p(10<M<60)                Sample_zdy_alppythia_auto_tt
178396  -----   -----   Alpgen+Pythia6(auto)  Zeebb+0p(10<M<60)                    Sample_zdy_alppythia_auto_ee
178397  -----   -----   Alpgen+Pythia6(auto)  Zeebb+1p(10<M<60)                    Sample_zdy_alppythia_auto_ee
178398  -----   -----   Alpgen+Pythia6(auto)  Zeebb+2p(10<M<60)                    Sample_zdy_alppythia_auto_ee
178399  -----   -----   Alpgen+Pythia6(auto)  Zeebb+3p(10<M<60)                    Sample_zdy_alppythia_auto_ee
178400  -----   -----   Alpgen+Pythia6(auto)  Zmumubb+0p(10<M<60)                  Sample_zdy_alppythia_auto_mm
178401  -----   -----   Alpgen+Pythia6(auto)  Zmumubb+1p(10<M<60)                  Sample_zdy_alppythia_auto_mm
178402  -----   -----   Alpgen+Pythia6(auto)  Zmumubb+2p(10<M<60)                  Sample_zdy_alppythia_auto_mm
178403  -----   -----   Alpgen+Pythia6(auto)  Zmumubb+3p(10<M<60)                  Sample_zdy_alppythia_auto_mm
178404  -----   -----   Alpgen+Pythia6(auto)  Ztautaubb+0p(10<M<60)                Sample_zdy_alppythia_auto_tt
178405  -----   -----   Alpgen+Pythia6(auto)  Ztautaubb+1p(10<M<60)                Sample_zdy_alppythia_auto_tt
178406  -----   -----   Alpgen+Pythia6(auto)  Ztautaubb+2p(10<M<60)                Sample_zdy_alppythia_auto_tt
178407  -----   -----   Alpgen+Pythia6(auto)  Ztautaubb+3p(10<M<60)                Sample_zdy_alppythia_auto_tt

146430  -----   -----   Alpgen(Jim)+Herwig    Wgamma+0p                            Sample_wgam_alpherwig_nofilt
146431  -----   -----   Alpgen(Jim)+Herwig    Wgamma+1p                            Sample_wgam_alpherwig_nofilt
146432  -----   -----   Alpgen(Jim)+Herwig    Wgamma+2p                            Sample_wgam_alpherwig_nofilt
146433  -----   -----   Alpgen(Jim)+Herwig    Wgamma+3p                            Sample_wgam_alpherwig_nofilt
146434  -----   -----   Alpgen(Jim)+Herwig    Wgamma+4p                            Sample_wgam_alpherwig
146435  -----   -----   Alpgen(Jim)+Herwig    Wgamma+5p                            Sample_wgam_alpherwig
146436  -----   -----   Alpgen(Jim)+Herwig    Wgamma+0p_LepPho_EF                  Sample_wgam_alpherwig
146437  -----   -----   Alpgen(Jim)+Herwig    Wgamma+1p_LepPho_EF                  Sample_wgam_alpherwig
146438  -----   -----   Alpgen(Jim)+Herwig    Wgamma+2p_LepPho_EF                  Sample_wgam_alpherwig
146439  -----   -----   Alpgen(Jim)+Herwig    Wgamma+3p_LepPho_EF                  Sample_wgam_alpherwig

145161  -----   -----   Sherpa                Zeegamma                             Sample_zgam_ee
145162  -----   -----   Sherpa                Zmumugamma                           Sample_zgam_mm
161998  -----   -----   Sherpa                Zmumugamma(M>10GeV)                  NO_SUBGROUP
189532  -----   -----   Sherpa                Zeegamma(M>10GeV)                    NO_SUBGROUP

105861  -----   -----   Powheg+Pythia         ttbar(w/oFullHad)                    NO_SUBGROUP
105860  -----   -----   Powheg+Herwig         ttbar(w/oFullHad)                    NO_SUBGROUP
181087  -----   -----   Powheg+Pythia         ttbar(dilepton)                      NO_SUBGROUP
181088  -----   -----   Powheg+Herwig         ttbar(dilepton)                      NO_SUBGROUP
105200  -----   -----   MC@NLO                ttbar(w/oFullHad)                    Sample_ttbar_mcnlo
110001  -----   -----   MC@NLO                ttbar(dilepton)                      NO_SUBGROUP
105204  -----   -----   MC@NLO                ttbar(w/FullHad)                     NO_SUBGROUP

117360  -----   -----   AcerMC                tchan->e                             Sample_SingleTop_t
117361  -----   -----   AcerMC                tchan->mu                            Sample_SingleTop_t
117362  -----   -----   AcerMC                tchan->tau                           Sample_SingleTop_t
108343  -----   -----   MC@NLO                schan->e                             Sample_SingleTop_s
108344  -----   -----   MC@NLO                schan->mu                            Sample_SingleTop_s
108345  -----   -----   MC@NLO                schan->tau                           Sample_SingleTop_s
108346  -----   -----   MC@NLO                Wt                                   Sample_SingleTop_Wt

179991  -----   -----   MadGraph              tZ_Wtchan                            Sample_tz
179992  -----   -----   MadGraph              tZ_schan                             Sample_tz

164440  -----   -----   Alpgen+Herwig         ttbar(lnlnNp0)                       NO_SUBGROUP
164441  -----   -----   Alpgen+Herwig         ttbar(lnlnNp1)                       NO_SUBGROUP
164442  -----   -----   Alpgen+Herwig         ttbar(lnlnNp2)                       NO_SUBGROUP
164443  -----   -----   Alpgen+Herwig         ttbar(lnlnNp3+)                      NO_SUBGROUP
164450  -----   -----   Alpgen+Herwig         ttbar(lnqqNp0)                       NO_SUBGROUP
164451  -----   -----   Alpgen+Herwig         ttbar(lnqqNp1)                       NO_SUBGROUP
164452  -----   -----   Alpgen+Herwig         ttbar(lnqqNp2)                       NO_SUBGROUP
164453  -----   -----   Alpgen+Herwig         ttbar(lnqqNp3+)                      NO_SUBGROUP
116108  -----   -----   Alpgen+Herwig         ttbbincl                             NO_SUBGROUP
116109  -----   -----   Alpgen+Herwig         ttccincl                             NO_SUBGROUP
117800  -----   -----   Sherpa                ttbar(lep,lep)                       NO_SUBGROUP
117801  -----   -----   Sherpa                ttbar(lep,leptau)                    NO_SUBGROUP
117802  -----   -----   Sherpa                ttbar(tau,tau)                       NO_SUBGROUP

181380  -----   -----   Sherpa                ttbar(lep,lep)                       NO_SUBGROUP
181381  -----   -----   Sherpa                ttbar(lep,leptau)                    NO_SUBGROUP
181382  -----   -----   Sherpa                ttbar(leptau,leptau)                 NO_SUBGROUP
181383  -----   -----   Sherpa                ttbar(lep,had)                       NO_SUBGROUP
181384  -----   -----   Sherpa                ttbar(lep,hadtau)                    NO_SUBGROUP
181385  -----   -----   Sherpa                ttbar(had,leptau)                    NO_SUBGROUP
181386  -----   -----   Sherpa                ttbar(leptau,hadtau)                 NO_SUBGROUP
181388  -----   -----   Sherpa                ttbar(had,hadtau)                    NO_SUBGROUP
181389  -----   -----   Sherpa                ttbar(hadtau,hadtau)                 NO_SUBGROUP

117047  -----   -----   MC@NLO                Wt(dilepton)                         NO_SUBGROUP
169092  -----   -----   MC@NLO                ttbar(dilepton_VBFfilter)            NO_SUBGROUP

174830  -----   -----   MadGraph              ttbarWjExcl                          Sample_ttbar_ew
174831  -----   -----   MadGraph              ttbarWjjIncl                         Sample_ttbar_ew
174832  -----   -----   MadGraph              ttbarZjExcl                          Sample_ttbar_ew
174833  -----   -----   MadGraph              ttbarZjjIncl                         Sample_ttbar_ew
119353  -----   -----   MadGraph              ttW                                  Sample_ttbar_ew
119354  -----   -----   MadGraph              ttWj                                 Sample_ttbar_ew_donotuse
119355  -----   -----   MadGraph              ttZ                                  Sample_ttbar_ew
119356  -----   -----   MadGraph              ttZj                                 Sample_ttbar_ew_donotuse
119583  -----   -----   MadGraph              ttWW                                 Sample_ttbar_ew

169704  -----   -----   MadGraph              ttgam_jjbjjb_fullme                  Sample_ttbar_gam
169705  -----   -----   MadGraph              ttgam_lvblvb_fullme                  Sample_ttbar_gam
169706  -----   -----   MadGraph              ttgam_lvbjjb_fullme                  Sample_ttbar_gam

158344  -----   -----   MadGraph              4t                                   Sample_tttt

117050  -----   -----   Powheg+Pythia6        ttbar(w/oFullHad)                    Sample_ttbar_powheg
110101  -----   -----   AcerMC+Pythia6        tchan->lepton                        NO_SUBGROUP
110119  -----   -----   Powheg+Pythia6        schan->lepton                        NO_SUBGROUP
110140  -----   -----   Powheg+Pythia6        Wtchan->inclusive                    NO_SUBGROUP
110141  -----   -----   Powheg+Pythia6        Wtchan->dilepton(DR)                 NO_SUBGROUP
110143  -----   -----   Powheg+Pythia6        Wtchan->dilepton(DS)                 NO_SUBGROUP
110145  -----   -----   Powheg+Herwig         Wtchan->dilepton(DR)                 NO_SUBGROUP
110147  -----   -----   Powheg+Herwig         Wtchan->dilepton(DS)                 NO_SUBGROUP

147191  -----   -----   Sherpa                VBS->WW->lnlnjj                      NO_SUBGROUP
147192  -----   -----   Sherpa                VBS->WW->lnln                        NO_SUBGROUP

185302  -----   -----   VBFNLO                W+W+W-->3lepton(NLO)                 NO_SUBGROUP
185303  -----   -----   VBFNLO                W-W+W-->3lepton(NLO)                 NO_SUBGROUP
185393  -----   -----   Sherpa                EW_WW_likesign                       NO_SUBGROUP
185394  -----   -----   Sherpa                QCD_WW_likesign                      NO_SUBGROUP
147280  -----   -----   Pythia8               DPIWW->2l                            NO_SUBGROUP
147281  -----   -----   Pythia8               DPIWW->2l2j                          NO_SUBGROUP

147910  -----   -----   Powheg                jetjet_JZ0W                          dijet_powheg
147911  -----   -----   Powheg                jetjet_JZ1W                          dijet_powheg
147912  -----   -----   Powheg                jetjet_JZ2W                          dijet_powheg
147913  -----   -----   Powheg                jetjet_JZ3W                          dijet_powheg
147914  -----   -----   Powheg                jetjet_JZ4W                          dijet_powheg
147915  -----   -----   Powheg                jetjet_JZ5W                          dijet_powheg
147916  -----   -----   Powheg                jetjet_JZ6W                          dijet_powheg
147917  -----   -----   Powheg                jetjet_JZ7W                          dijet_powheg

129390  -----   -----   Powheg                jetjet_JZ0W_mu                       NO_SUBGROUP
129391  -----   -----   Powheg                jetjet_JZ1W_mu                       NO_SUBGROUP
129392  -----   -----   Powheg                jetjet_JZ2W_mu                       NO_SUBGROUP
129393  -----   -----   Powheg                jetjet_JZ3W_mu                       NO_SUBGROUP

174663  125.0     0.0   Herwig                C1N2_125_0_N1___0_0_lepW             Sample_c1n2_lepW_low
174664  175.0     0.0   Herwig                C1N2_175_0_N1___0_0_lepW             Sample_c1n2_lepW_low
174665  100.0    25.0   Herwig                C1N2_100_0_N1__25_0_lepW             Sample_c1n2_lepW_low
174666  125.0    25.0   Herwig                C1N2_125_0_N1__25_0_lepW             Sample_c1n2_lepW_low
174667  150.0    25.0   Herwig                C1N2_150_0_N1__25_0_lepW             Sample_c1n2_lepW_low
174668  175.0    25.0   Herwig                C1N2_175_0_N1__25_0_lepW             Sample_c1n2_lepW_low
174669  200.0    25.0   Herwig                C1N2_200_0_N1__25_0_lepW             Sample_c1n2_lepW_low
174670  150.0    37.5   Herwig                C1N2_150_0_N1__37_5_lepW             Sample_c1n2_lepW_low
174671  112.5    50.0   Herwig                C1N2_112_5_N1__50_0_lepW             Sample_c1n2_lepW_low
174672  125.0    50.0   Herwig                C1N2_125_0_N1__50_0_lepW             Sample_c1n2_lepW_low
174673  137.5    50.0   Herwig                C1N2_137_5_N1__50_0_lepW             Sample_c1n2_lepW_low
174674  162.5    50.0   Herwig                C1N2_162_5_N1__50_0_lepW             Sample_c1n2_lepW_low
174675  175.0    50.0   Herwig                C1N2_175_0_N1__50_0_lepW             Sample_c1n2_lepW_low
174676  187.5    50.0   Herwig                C1N2_187_5_N1__50_0_lepW             Sample_c1n2_lepW_low
174677  150.0    62.5   Herwig                C1N2_150_0_N1__62_5_lepW             Sample_c1n2_lepW_low
174678  100.0    75.0   Herwig                C1N2_100_0_N1__75_0_lepW             Sample_c1n2_lepW_compr
174835  125.0    75.0   Herwig                C1N2_125_0_N1__75_0_lepW             Sample_c1n2_lepW_compr
174836  150.0    75.0   Herwig                C1N2_150_0_N1__75_0_lepW             Sample_c1n2_lepW_low
174837  175.0    75.0   Herwig                C1N2_175_0_N1__75_0_lepW             Sample_c1n2_lepW_low
174838  200.0    75.0   Herwig                C1N2_200_0_N1__75_0_lepW             Sample_c1n2_lepW_low
174839  125.0   100.0   Herwig                C1N2_125_0_N1_100_0_lepW             Sample_c1n2_lepW_compr
174840  175.0   100.0   Herwig                C1N2_175_0_N1_100_0_lepW             Sample_c1n2_lepW_low

178792  100.0    87.5   Herwig                C1N2_100_0_N1__87_5_lepW             Sample_c1n2_lepW_compr
178793  125.0   112.5   Herwig                C1N2_125_0_N1_112_5_lepW             Sample_c1n2_lepW_compr
178794  150.0   125.0   Herwig                C1N2_150_0_N1_125_0_lepW             Sample_c1n2_lepW_compr
178795  150.0   137.5   Herwig                C1N2_150_0_N1_137_5_lepW             Sample_c1n2_lepW_compr
178796  175.0   125.0   Herwig                C1N2_175_0_N1_125_0_lepW             Sample_c1n2_lepW_compr
178797  175.0   150.0   Herwig                C1N2_175_0_N1_150_0_lepW             Sample_c1n2_lepW_compr
178798  175.0   162.5   Herwig                C1N2_175_0_N1_162_5_lepW             Sample_c1n2_lepW_compr
178799  200.0   125.0   Herwig                C1N2_200_0_N1_125_0_lepW             Sample_c1n2_lepW_low
178800  200.0   175.0   Herwig                C1N2_200_0_N1_175_0_lepW             Sample_c1n2_lepW_compr
178801  200.0   187.5   Herwig                C1N2_200_0_N1_187_5_lepW             Sample_c1n2_lepW_compr

164274  100.0     0.0   Herwig                C1N2_100_0_N1___0_0_lepW             Sample_c1n2_lepW_low
164275  100.0    50.0   Herwig                C1N2_100_0_N1__50_0_lepW             Sample_c1n2_lepW_compr
164276  150.0     0.0   Herwig                C1N2_150_0_N1___0_0_lepW             Sample_c1n2_lepW_low
164277  150.0    50.0   Herwig                C1N2_150_0_N1__50_0_lepW             Sample_c1n2_lepW_low
164278  150.0   100.0   Herwig                C1N2_150_0_N1_100_0_lepW             Sample_c1n2_lepW_compr
164279  200.0     0.0   Herwig                C1N2_200_0_N1___0_0_lepW             Sample_c1n2_lepW_low
164280  200.0    50.0   Herwig                C1N2_200_0_N1__50_0_lepW             Sample_c1n2_lepW_low
164281  200.0   100.0   Herwig                C1N2_200_0_N1_100_0_lepW             Sample_c1n2_lepW_low
164282  200.0   150.0   Herwig                C1N2_200_0_N1_150_0_lepW             Sample_c1n2_lepW_compr
164283  250.0     0.0   Herwig                C1N2_250_0_N1___0_0_lepW             Sample_c1n2_lepW_high
164284  250.0    50.0   Herwig                C1N2_250_0_N1__50_0_lepW             Sample_c1n2_lepW_high
164285  250.0   100.0   Herwig                C1N2_250_0_N1_100_0_lepW             Sample_c1n2_lepW_high
164286  250.0   150.0   Herwig                C1N2_250_0_N1_150_0_lepW             Sample_c1n2_lepW_high
164287  250.0   200.0   Herwig                C1N2_250_0_N1_200_0_lepW             Sample_c1n2_lepW_high
164288  300.0     0.0   Herwig                C1N2_300_0_N1___0_0_lepW             Sample_c1n2_lepW_high
164289  300.0    50.0   Herwig                C1N2_300_0_N1__50_0_lepW             Sample_c1n2_lepW_high
164290  300.0   100.0   Herwig                C1N2_300_0_N1_100_0_lepW             Sample_c1n2_lepW_high
164291  300.0   150.0   Herwig                C1N2_300_0_N1_150_0_lepW             Sample_c1n2_lepW_high
164292  300.0   200.0   Herwig                C1N2_300_0_N1_200_0_lepW             Sample_c1n2_lepW_high
164293  300.0   250.0   Herwig                C1N2_300_0_N1_250_0_lepW             Sample_c1n2_lepW_high
164294  350.0     0.0   Herwig                C1N2_350_0_N1___0_0_lepW             Sample_c1n2_lepW_high
164295  350.0    50.0   Herwig                C1N2_350_0_N1__50_0_lepW             Sample_c1n2_lepW_high
164296  350.0   100.0   Herwig                C1N2_350_0_N1_100_0_lepW             Sample_c1n2_lepW_high
164297  350.0   150.0   Herwig                C1N2_350_0_N1_150_0_lepW             Sample_c1n2_lepW_high
164298  350.0   200.0   Herwig                C1N2_350_0_N1_200_0_lepW             Sample_c1n2_lepW_high
164299  350.0   250.0   Herwig                C1N2_350_0_N1_250_0_lepW             Sample_c1n2_lepW_high
164300  350.0   300.0   Herwig                C1N2_350_0_N1_300_0_lepW             Sample_c1n2_lepW_high
164301  400.0     0.0   Herwig                C1N2_400_0_N1___0_0_lepW             Sample_c1n2_lepW_high
164302  400.0    50.0   Herwig                C1N2_400_0_N1__50_0_lepW             Sample_c1n2_lepW_high
164303  400.0   100.0   Herwig                C1N2_400_0_N1_100_0_lepW             Sample_c1n2_lepW_high
164304  400.0   150.0   Herwig                C1N2_400_0_N1_150_0_lepW             Sample_c1n2_lepW_high
164305  400.0   200.0   Herwig                C1N2_400_0_N1_200_0_lepW             Sample_c1n2_lepW_high
164306  400.0   250.0   Herwig                C1N2_400_0_N1_250_0_lepW             Sample_c1n2_lepW_high
164307  400.0   300.0   Herwig                C1N2_400_0_N1_300_0_lepW             Sample_c1n2_lepW_high
164308  400.0   350.0   Herwig                C1N2_400_0_N1_350_0_lepW             Sample_c1n2_lepW_high
164309  450.0     0.0   Herwig                C1N2_450_0_N1___0_0_lepW             Sample_c1n2_lepW_high
164310  450.0    50.0   Herwig                C1N2_450_0_N1__50_0_lepW             Sample_c1n2_lepW_high
164311  450.0   100.0   Herwig                C1N2_450_0_N1_100_0_lepW             Sample_c1n2_lepW_high
164312  450.0   150.0   Herwig                C1N2_450_0_N1_150_0_lepW             Sample_c1n2_lepW_high
164313  450.0   200.0   Herwig                C1N2_450_0_N1_200_0_lepW             Sample_c1n2_lepW_high
164314  450.0   250.0   Herwig                C1N2_450_0_N1_250_0_lepW             Sample_c1n2_lepW_high
164315  450.0   300.0   Herwig                C1N2_450_0_N1_300_0_lepW             Sample_c1n2_lepW_high
164316  450.0   350.0   Herwig                C1N2_450_0_N1_350_0_lepW             Sample_c1n2_lepW_high
164317  450.0   400.0   Herwig                C1N2_450_0_N1_400_0_lepW             Sample_c1n2_lepW_high
164318  500.0     0.0   Herwig                C1N2_500_0_N1___0_0_lepW             Sample_c1n2_lepW_high
164319  500.0   100.0   Herwig                C1N2_500_0_N1_100_0_lepW             Sample_c1n2_lepW_high
164320  500.0   200.0   Herwig                C1N2_500_0_N1_200_0_lepW             Sample_c1n2_lepW_high
164321  500.0   300.0   Herwig                C1N2_500_0_N1_300_0_lepW             Sample_c1n2_lepW_high
164322  500.0   400.0   Herwig                C1N2_500_0_N1_400_0_lepW             Sample_c1n2_lepW_high
