#################################################################################################################
##Format                                                                                                         
# chan  c1_n2   n1      GEN                   PROCESS                              SAMPLE_NAME                   
#################################################################################################################
212272  -----   -----   UNKNOWN_GEN           TEMPORARY_ROBSAMPLE_REPLACE          Sample_ttbar
361380  -----   -----   Sherpa_CT10           Zee_Pt140_280_BFilter               	   	   mc15_zjet_sherpa_ee
361381  -----   -----   Sherpa_CT10           Zee_Pt280_500_CVetoBVeto                     mc15_zjet_sherpa_ee
361382  -----   -----   Sherpa_CT10           Zee_Pt280_500_CFilterBVeto             	   mc15_zjet_sherpa_ee
361383  -----   -----   Sherpa_CT10           Zee_Pt280_500_BFilter               	   	   mc15_zjet_sherpa_ee
361384  -----   -----   Sherpa_CT10           Zee_Pt500_700_CVetoBVeto                     mc15_zjet_sherpa_ee
361385  -----   -----   Sherpa_CT10           Zee_Pt500_700_CFilterBVeto             	   mc15_zjet_sherpa_ee
361386  -----   -----   Sherpa_CT10           Zee_Pt500_700_BFilter               	   	   mc15_zjet_sherpa_ee
361387  -----   -----   Sherpa_CT10           Zee_Pt700_1000_CVetoBVeto                    mc15_zjet_sherpa_ee
361388  -----   -----   Sherpa_CT10           Zee_Pt700_1000_CFilterBVeto             	   mc15_zjet_sherpa_ee
361389  -----   -----   Sherpa_CT10           Zee_Pt700_1000_BFilter               	   	   mc15_zjet_sherpa_ee
361390  -----   -----   Sherpa_CT10           Zee_Pt1000_2000_CVetoBVeto                   mc15_zjet_sherpa_ee
361391  -----   -----   Sherpa_CT10           Zee_Pt1000_2000_CFilterBVeto             	   mc15_zjet_sherpa_ee
361392  -----   -----   Sherpa_CT10           Zee_Pt1000_2000_BFilter               	   mc15_zjet_sherpa_ee
361393  -----   -----   Sherpa_CT10           Zee_Pt2000_E_CMS_CVetoBVeto                  mc15_zjet_sherpa_ee
361394  -----   -----   Sherpa_CT10           Zee_Pt2000_E_CMS_CFilterBVeto                mc15_zjet_sherpa_ee
361395  -----   -----   Sherpa_CT10           Zee_Pt2000_E_CMS_BFilter               	   mc15_zjet_sherpa_ee
	   
361396  -----   -----   Sherpa_CT10           Zmm_Pt0_70_CVetoBVeto                  	   mc15_zjet_sherpa_mm
361397  -----   -----   Sherpa_CT10           Zmm_Pt0_70_CFilterBVeto             	   	   mc15_zjet_sherpa_mm
361398  -----   -----   Sherpa_CT10           Zmm_Pt0_70_BFilter               	   		   mc15_zjet_sherpa_mm
361399  -----   -----   Sherpa_CT10           Zmm_Pt70_140_CVetoBVeto                  	   mc15_zjet_sherpa_mm
361400  -----   -----   Sherpa_CT10           Zmm_Pt70_140_CFilterBVeto             	   mc15_zjet_sherpa_mm
361401  -----   -----   Sherpa_CT10           Zmm_Pt70_140_BFilter               	   	   mc15_zjet_sherpa_mm
361402  -----   -----   Sherpa_CT10           Zmm_Pt140_280_CVetoBVeto                     mc15_zjet_sherpa_mm
361403  -----   -----   Sherpa_CT10           Zmm_Pt140_280_CFilterBVeto             	   mc15_zjet_sherpa_mm
361404  -----   -----   Sherpa_CT10           Zmm_Pt140_280_BFilter               	   	   mc15_zjet_sherpa_mm
361405  -----   -----   Sherpa_CT10           Zmm_Pt280_500_CVetoBVeto                     mc15_zjet_sherpa_mm
361406  -----   -----   Sherpa_CT10           Zmm_Pt280_500_CFilterBVeto             	   mc15_zjet_sherpa_mm
361407  -----   -----   Sherpa_CT10           Zmm_Pt280_500_BFilter               	   	   mc15_zjet_sherpa_mm
361408  -----   -----   Sherpa_CT10           Zmm_Pt500_700_CVetoBVeto                     mc15_zjet_sherpa_mm
361409  -----   -----   Sherpa_CT10           Zmm_Pt500_700_CFilterBVeto             	   mc15_zjet_sherpa_mm
361410  -----   -----   Sherpa_CT10           Zmm_Pt500_700_BFilter               	   	   mc15_zjet_sherpa_mm
361411  -----   -----   Sherpa_CT10           Zmm_Pt700_1000_CVetoBVeto                    mc15_zjet_sherpa_mm
361412  -----   -----   Sherpa_CT10           Zmm_Pt700_1000_CFilterBVeto             	   mc15_zjet_sherpa_mm
361413  -----   -----   Sherpa_CT10           Zmm_Pt700_1000_BFilter               	   	   mc15_zjet_sherpa_mm
361414  -----   -----   Sherpa_CT10           Zmm_Pt1000_2000_CVetoBVeto                   mc15_zjet_sherpa_mm
361415  -----   -----   Sherpa_CT10           Zmm_Pt1000_2000_CFilterBVeto             	   mc15_zjet_sherpa_mm
361416  -----   -----   Sherpa_CT10           Zmm_Pt1000_2000_BFilter               	   mc15_zjet_sherpa_mm
361417  -----   -----   Sherpa_CT10           Zmm_Pt2000_E_CMS_CVetoBVeto                  mc15_zjet_sherpa_mm
361418  -----   -----   Sherpa_CT10           Zmm_Pt2000_E_CMS_CFilterBVeto                mc15_zjet_sherpa_mm
361419  -----   -----   Sherpa_CT10           Zmm_Pt2000_E_CMS_BFilter               	   mc15_zjet_sherpa_mm
	   
361420  -----   -----   Sherpa_CT10           Ztt_Pt0_70_CVetoBVeto                  	   mc15_zjet_sherpa_tt
361421  -----   -----   Sherpa_CT10           Ztt_Pt0_70_CFilterBVeto             	   	   mc15_zjet_sherpa_tt
361422  -----   -----   Sherpa_CT10           Ztt_Pt0_70_BFilter               	   		   mc15_zjet_sherpa_tt
361423  -----   -----   Sherpa_CT10           Ztt_Pt70_140_CVetoBVeto                  	   mc15_zjet_sherpa_tt
361424  -----   -----   Sherpa_CT10           Ztt_Pt70_140_CFilterBVeto             	   mc15_zjet_sherpa_tt
361425  -----   -----   Sherpa_CT10           Ztt_Pt70_140_BFilter               	   	   mc15_zjet_sherpa_tt
361426  -----   -----   Sherpa_CT10           Ztt_Pt140_280_CVetoBVeto                     mc15_zjet_sherpa_tt
361427  -----   -----   Sherpa_CT10           Ztt_Pt140_280_CFilterBVeto             	   mc15_zjet_sherpa_tt
361428  -----   -----   Sherpa_CT10           Ztt_Pt140_280_BFilter               	   	   mc15_zjet_sherpa_tt
361429  -----   -----   Sherpa_CT10           Ztt_Pt280_500_CVetoBVeto                     mc15_zjet_sherpa_tt
361430  -----   -----   Sherpa_CT10           Ztt_Pt280_500_CFilterBVeto             	   mc15_zjet_sherpa_tt
361431  -----   -----   Sherpa_CT10           Ztt_Pt280_500_BFilter               	   	   mc15_zjet_sherpa_tt
361432  -----   -----   Sherpa_CT10           Ztt_Pt500_700_CVetoBVeto                     mc15_zjet_sherpa_tt
361433  -----   -----   Sherpa_CT10           Ztt_Pt500_700_CFilterBVeto             	   mc15_zjet_sherpa_tt
361434  -----   -----   Sherpa_CT10           Ztt_Pt500_700_BFilter               	   	   mc15_zjet_sherpa_tt
361435  -----   -----   Sherpa_CT10           Ztt_Pt700_1000_CVetoBVeto                    mc15_zjet_sherpa_tt
361436  -----   -----   Sherpa_CT10           Ztt_Pt700_1000_CFilterBVeto             	   mc15_zjet_sherpa_tt
361437  -----   -----   Sherpa_CT10           Ztt_Pt700_1000_BFilter               	   	   mc15_zjet_sherpa_tt
361438  -----   -----   Sherpa_CT10           Ztt_Pt1000_2000_CVetoBVeto                   mc15_zjet_sherpa_tt
361439  -----   -----   Sherpa_CT10           Ztt_Pt1000_2000_CFilterBVeto             	   mc15_zjet_sherpa_tt
361440  -----   -----   Sherpa_CT10           Ztt_Pt1000_2000_BFilter               	   mc15_zjet_sherpa_tt
361441  -----   -----   Sherpa_CT10           Ztt_Pt2000_E_CMS_CVetoBVeto                  mc15_zjet_sherpa_tt
361442  -----   -----   Sherpa_CT10           Ztt_Pt2000_E_CMS_CFilterBVeto                mc15_zjet_sherpa_tt
361443  -----   -----   Sherpa_CT10           Ztt_Pt2000_E_CMS_BFilter               	   mc15_zjet_sherpa_tt

361100  -----   -----   Powheg+Pythia8EvtGen  Wplusenu                                     mc15_Wev_Powheg_evgen
361101  -----   -----   Powheg+Pythia8EvtGen  Wplusmunu                                    mc15_Wmv_Powheg_evgen
361102  -----   -----   Powheg+Pythia8EvtGen  Wplustaunu                                   mc15_Wtv_Powheg_evgen
361103  -----   -----   Powheg+Pythia8EvtGen  Wminusenu                                    mc15_Wev_Powheg_evgen
361104  -----   -----   Powheg+Pythia8EvtGen  Wminusmunu                                   mc15_Wmv_Powheg_evgen
361105  -----   -----   Powheg+Pythia8EvtGen  Wminustaunu                                  mc15_Wtv_Powheg_evgen

361500  -----   -----   MadGraphPythia8EvtGen Zee_Np0                                  	   mc15_Zee_Madgraph
361501  -----   -----   MadGraphPythia8EvtGen Zee_Np1                                  	   mc15_Zee_Madgraph
361502  -----   -----   MadGraphPythia8EvtGen Zee_Np2                                  	   mc15_Zee_Madgraph
361503  -----   -----   MadGraphPythia8EvtGen Zee_Np3                                  	   mc15_Zee_Madgraph
361504  -----   -----   MadGraphPythia8EvtGen Zee_Np4                                  	   mc15_Zee_Madgraph

361505  -----   -----   MadGraphPythia8EvtGen Zmm_Np0                                  	   mc15_Zmm_Madgraph
361506  -----   -----   MadGraphPythia8EvtGen Zmm_Np1                                  	   mc15_Zmm_Madgraph
361507  -----   -----   MadGraphPythia8EvtGen Zmm_Np2                                  	   mc15_Zmm_Madgraph
361508  -----   -----   MadGraphPythia8EvtGen Zmm_Np3                                  	   mc15_Zmm_Madgraph
361509  -----   -----   MadGraphPythia8EvtGen Zmm_Np4                                  	   mc15_Zmm_Madgraph

361510  -----   -----   MadGraphPythia8EvtGen Ztt_Np0                                  	   mc15_Ztt_Madgraph
361511  -----   -----   MadGraphPythia8EvtGen Ztt_Np1                                  	   mc15_Ztt_Madgraph
361512  -----   -----   MadGraphPythia8EvtGen Ztt_Np2                                  	   mc15_Ztt_Madgraph
361513  -----   -----   MadGraphPythia8EvtGen Ztt_Np3                                  	   mc15_Ztt_Madgraph
361514  -----   -----   MadGraphPythia8EvtGen Ztt_Np4                                  	   mc15_Ztt_Madgraph

361300  -----   -----   Sherpa_CT10           Wev_Pt0_70_CVetoBVeto                  	   mc15_wjet_sherpa_e
361301  -----   -----   Sherpa_CT10           Wev_Pt0_70_CFilterBVeto             	   	   mc15_wjet_sherpa_e
361302  -----   -----   Sherpa_CT10           Wev_Pt0_70_BFilter               	   		   mc15_wjet_sherpa_e
361303  -----   -----   Sherpa_CT10           Wev_Pt70_140_CVetoBVeto                  	   mc15_wjet_sherpa_e
361304  -----   -----   Sherpa_CT10           Wev_Pt70_140_CFilterBVeto             	   mc15_wjet_sherpa_e
361305  -----   -----   Sherpa_CT10           Wev_Pt70_140_BFilter               	   	   mc15_wjet_sherpa_e
361306  -----   -----   Sherpa_CT10           Wev_Pt140_280_CVetoBVeto                     mc15_wjet_sherpa_e
361307  -----   -----   Sherpa_CT10           Wev_Pt140_280_CFilterBVeto             	   mc15_wjet_sherpa_e
361308  -----   -----   Sherpa_CT10           Wev_Pt140_280_BFilter               	   	   mc15_wjet_sherpa_e
361309  -----   -----   Sherpa_CT10           Wev_Pt280_500_CVetoBVeto                     mc15_wjet_sherpa_e
361310  -----   -----   Sherpa_CT10           Wev_Pt280_500_CFilterBVeto             	   mc15_wjet_sherpa_e
361311  -----   -----   Sherpa_CT10           Wev_Pt280_500_BFilter               	   	   mc15_wjet_sherpa_e
361312  -----   -----   Sherpa_CT10           Wev_Pt500_700_CVetoBVeto                     mc15_wjet_sherpa_e
361313  -----   -----   Sherpa_CT10           Wev_Pt500_700_CFilterBVeto             	   mc15_wjet_sherpa_e
361314  -----   -----   Sherpa_CT10           Wev_Pt500_700_BFilter               	   	   mc15_wjet_sherpa_e
361315  -----   -----   Sherpa_CT10           Wev_Pt700_1000_CVetoBVeto                    mc15_wjet_sherpa_e
361316  -----   -----   Sherpa_CT10           Wev_Pt700_1000_CFilterBVeto             	   mc15_wjet_sherpa_e
361317  -----   -----   Sherpa_CT10           Wev_Pt700_1000_BFilter               	   	   mc15_wjet_sherpa_e
361318  -----   -----   Sherpa_CT10           Wev_Pt1000_2000_CVetoBVeto                   mc15_wjet_sherpa_e
361319  -----   -----   Sherpa_CT10           Wev_Pt1000_2000_CFilterBVeto             	   mc15_wjet_sherpa_e
361320  -----   -----   Sherpa_CT10           Wev_Pt1000_2000_BFilter               	   mc15_wjet_sherpa_e
361321  -----   -----   Sherpa_CT10           Wev_Pt2000_E_CMS_CVetoBVeto                  mc15_wjet_sherpa_e
361322  -----   -----   Sherpa_CT10           Wev_Pt2000_E_CMS_CFilterBVeto                mc15_wjet_sherpa_e
361323  -----   -----   Sherpa_CT10           Wev_Pt2000_E_CMS_BFilter               	   mc15_wjet_sherpa_e
	   
361324  -----   -----   Sherpa_CT10           Wmv_Pt0_70_CVetoBVeto                  	   mc15_wjet_sherpa_m
361325  -----   -----   Sherpa_CT10           Wmv_Pt0_70_CFilterBVeto             	   	   mc15_wjet_sherpa_m
361326  -----   -----   Sherpa_CT10           Wmv_Pt0_70_BFilter               	   		   mc15_wjet_sherpa_m
361327  -----   -----   Sherpa_CT10           Wmv_Pt70_140_CVetoBVeto                  	   mc15_wjet_sherpa_m
361328  -----   -----   Sherpa_CT10           Wmv_Pt70_140_CFilterBVeto             	   mc15_wjet_sherpa_m
361329  -----   -----   Sherpa_CT10           Wmv_Pt70_140_BFilter               	   	   mc15_wjet_sherpa_m
361330  -----   -----   Sherpa_CT10           Wmv_Pt140_280_CVetoBVeto                     mc15_wjet_sherpa_m
361331  -----   -----   Sherpa_CT10           Wmv_Pt140_280_CFilterBVeto             	   mc15_wjet_sherpa_m
361332  -----   -----   Sherpa_CT10           Wmv_Pt140_280_BFilter               	   	   mc15_wjet_sherpa_m
361333  -----   -----   Sherpa_CT10           Wmv_Pt280_500_CVetoBVeto                     mc15_wjet_sherpa_m
361334  -----   -----   Sherpa_CT10           Wmv_Pt280_500_CFilterBVeto             	   mc15_wjet_sherpa_m
361335  -----   -----   Sherpa_CT10           Wmv_Pt280_500_BFilter               	   	   mc15_wjet_sherpa_m
361336  -----   -----   Sherpa_CT10           Wmv_Pt500_700_CVetoBVeto                     mc15_wjet_sherpa_m
361337  -----   -----   Sherpa_CT10           Wmv_Pt500_700_CFilterBVeto             	   mc15_wjet_sherpa_m
361338  -----   -----   Sherpa_CT10           Wmv_Pt500_700_BFilter               	   	   mc15_wjet_sherpa_m
361339  -----   -----   Sherpa_CT10           Wmv_Pt700_1000_CVetoBVeto                    mc15_wjet_sherpa_m
361340  -----   -----   Sherpa_CT10           Wmv_Pt700_1000_CFilterBVeto             	   mc15_wjet_sherpa_m
361341  -----   -----   Sherpa_CT10           Wmv_Pt700_1000_BFilter               	   	   mc15_wjet_sherpa_m
361342  -----   -----   Sherpa_CT10           Wmv_Pt1000_2000_CVetoBVeto                   mc15_wjet_sherpa_m
361343  -----   -----   Sherpa_CT10           Wmv_Pt1000_2000_CFilterBVeto             	   mc15_wjet_sherpa_m
361344  -----   -----   Sherpa_CT10           Wmv_Pt1000_2000_BFilter               	   mc15_wjet_sherpa_m
361345  -----   -----   Sherpa_CT10           Wmv_Pt2000_E_CMS_CVetoBVeto                  mc15_wjet_sherpa_m
361346  -----   -----   Sherpa_CT10           Wmv_Pt2000_E_CMS_CFilterBVeto                mc15_wjet_sherpa_m
361347  -----   -----   Sherpa_CT10           Wmv_Pt2000_E_CMS_BFilter               	   mc15_wjet_sherpa_m
	   
361348  -----   -----   Sherpa_CT10           Wtv_Pt0_70_CVetoBVeto                  	   mc15_wjet_sherpa_t
361349  -----   -----   Sherpa_CT10           Wtv_Pt0_70_CFilterBVeto             	   	   mc15_wjet_sherpa_t
361350  -----   -----   Sherpa_CT10           Wtv_Pt0_70_BFilter               	   		   mc15_wjet_sherpa_t
361351  -----   -----   Sherpa_CT10           Wtv_Pt70_140_CVetoBVeto                  	   mc15_wjet_sherpa_t
361352  -----   -----   Sherpa_CT10           Wtv_Pt70_140_CFilterBVeto             	   mc15_wjet_sherpa_t
361353  -----   -----   Sherpa_CT10           Wtv_Pt70_140_BFilter               	   	   mc15_wjet_sherpa_t
361354  -----   -----   Sherpa_CT10           Wtv_Pt140_280_CVetoBVeto                     mc15_wjet_sherpa_t
361355  -----   -----   Sherpa_CT10           Wtv_Pt140_280_CFilterBVeto             	   mc15_wjet_sherpa_t
361356  -----   -----   Sherpa_CT10           Wtv_Pt140_280_BFilter               	   	   mc15_wjet_sherpa_t
361357  -----   -----   Sherpa_CT10           Wtv_Pt280_500_CVetoBVeto                     mc15_wjet_sherpa_t
361358  -----   -----   Sherpa_CT10           Wtv_Pt280_500_CFilterBVeto             	   mc15_wjet_sherpa_t
361359  -----   -----   Sherpa_CT10           Wtv_Pt280_500_BFilter               	   	   mc15_wjet_sherpa_t
361360  -----   -----   Sherpa_CT10           Wtv_Pt500_700_CVetoBVeto                     mc15_wjet_sherpa_t
361361  -----   -----   Sherpa_CT10           Wtv_Pt500_700_CFilterBVeto             	   mc15_wjet_sherpa_t
361362  -----   -----   Sherpa_CT10           Wtv_Pt500_700_BFilter               	   	   mc15_wjet_sherpa_t
361363  -----   -----   Sherpa_CT10           Wtv_Pt700_1000_CVetoBVeto                    mc15_wjet_sherpa_t
361364  -----   -----   Sherpa_CT10           Wtv_Pt700_1000_CFilterBVeto             	   mc15_wjet_sherpa_t
361365  -----   -----   Sherpa_CT10           Wtv_Pt700_1000_BFilter               	   	   mc15_wjet_sherpa_t
361366  -----   -----   Sherpa_CT10           Wtv_Pt1000_2000_CVetoBVeto                   mc15_wjet_sherpa_t
361367  -----   -----   Sherpa_CT10           Wtv_Pt1000_2000_CFilterBVeto             	   mc15_wjet_sherpa_t
361368  -----   -----   Sherpa_CT10           Wtv_Pt1000_2000_BFilter               	   mc15_wjet_sherpa_t
361369  -----   -----   Sherpa_CT10           Wtv_Pt2000_E_CMS_CVetoBVeto                  mc15_wjet_sherpa_t
361370  -----   -----   Sherpa_CT10           Wtv_Pt2000_E_CMS_CFilterBVeto                mc15_wjet_sherpa_t
361371  -----   -----   Sherpa_CT10           Wtv_Pt2000_E_CMS_BFilter               	   mc15_wjet_sherpa_t

361520  -----   -----   MadGraphPythia8EvtGen Wev_Np0                                  	   mc15_Wev_Madgraph
361521  -----   -----   MadGraphPythia8EvtGen Wev_Np1                                  	   mc15_Wev_Madgraph
361522  -----   -----   MadGraphPythia8EvtGen Wev_Np2                                  	   mc15_Wev_Madgraph
361523  -----   -----   MadGraphPythia8EvtGen Wev_Np3                                  	   mc15_Wev_Madgraph
361524  -----   -----   MadGraphPythia8EvtGen Wev_Np4                                  	   mc15_Wev_Madgraph

361525  -----   -----   MadGraphPythia8EvtGen Wmv_Np0                                  	   mc15_Wmv_Madgraph
361526  -----   -----   MadGraphPythia8EvtGen Wmv_Np1                                  	   mc15_Wmv_Madgraph
361527  -----   -----   MadGraphPythia8EvtGen Wmv_Np2                                  	   mc15_Wmv_Madgraph
361528  -----   -----   MadGraphPythia8EvtGen Wmv_Np3                                  	   mc15_Wmv_Madgraph
361529  -----   -----   MadGraphPythia8EvtGen Wmv_Np4                                  	   mc15_Wmv_Madgraph

361530  -----   -----   MadGraphPythia8EvtGen Wtv_Np0                                  	   mc15_Wtv_Madgraph
361531  -----   -----   MadGraphPythia8EvtGen Wtv_Np1                                  	   mc15_Wtv_Madgraph
361532  -----   -----   MadGraphPythia8EvtGen Wtv_Np2                                  	   mc15_Wtv_Madgraph
361533  -----   -----   MadGraphPythia8EvtGen Wtv_Np3                                  	   mc15_Wtv_Madgraph
361534  -----   -----   MadGraphPythia8EvtGen Wtv_Np4                                  	   mc15_Wtv_Madgraph

410000  -----   -----   Powheg+PythiaEvtGen   ttbar_hdamp172p5_nonallhad                   mc15_ttbar_PowhegPythiaEvtGen
410003  -----   -----   aMcAtNloHerwigpp   	  ttbar_nonallhad                   		   mc15_ttbar_aMCatNLO
410004  -----   -----   PowhegHerwigpp   	  UEEE5_ttbar_nonallhad                   	   mc15_ttbar_PowhegHerwig_UEEE5
410006  -----   -----   Powheg+Pythia8EvtGen  AUET2_CT10_ttbar_hdamp172p5_nonallhad        mc15_ttbar_PowhegPythia8
410060  -----   -----   PowhegHerwigEvtGen    ttbar_nonallhad_AUET2_CT10                   mc15_ttbar_PowhegHerwig_AUET2_CT10
410021  -----   -----   Sherpa_CT10  		  ttbar_DiLepton_MEPS_NLO                  	   mc15_ttbar_Sherpa_dilep
429007  -----   -----   Powheg+Pythia   	  ttbar_hdamp172p5_nonallhad                   mc15_ttbar_PowhegPythia

407009  -----   -----	PowhegPythiaEvtGen	  ttbarHT6c_1k_hdamp172p5_nonAH		   mc15_ttbar_PowhegPythia_nonAH    
407010  -----   -----	PowhegPythiaEvtGen	  ttbarHT1k_1k5_hdamp172p5_nonAH 	   mc15_ttbar_PowhegPythia_nonAH    
407011	-----	-----	PowhegPythiaEvtGen	  ttbarHT1k5_hdamp172p5_nonAH		   mc15_ttbar_PowhegPythia_nonAH    


410069  -----   -----   MadGraphPythia8EvtGen ttZllonshell_Np0                             mc15_ttv_madgraph
410070  -----   -----   MadGraphPythia8EvtGen ttZllonshell_Np1                             mc15_ttv_madgraph
410071  -----   -----   MadGraphPythia8EvtGen ttZlloffshell_Np0                            mc15_ttv_madgraph
410072  -----   -----   MadGraphPythia8EvtGen ttZlloffshell_Np1                            mc15_ttv_madgraph
410073  -----   -----   MadGraphPythia8EvtGen ttZnnqq_Np0                                  mc15_ttv_madgraph
410074  -----   -----   MadGraphPythia8EvtGen ttZnnqq_Np1                                  mc15_ttv_madgraph
410075  -----   -----   MadGraphPythia8EvtGen ttZnnqq_Np2                                  mc15_ttv_madgraph

410066  -----   -----   MadGraphPythia8EvtGen ttW_Np0                                      mc15_ttw_madgraph
410067  -----   -----   MadGraphPythia8EvtGen ttW_Np1                                      mc15_ttw_madgraph
410068  -----   -----   MadGraphPythia8EvtGen ttW_Np2                                      mc15_ttw_madgraph
410111  -----   -----   MadGraphPythia8EvtGen ttZee_Np0                                    mc15_ttz_madgraph
410112  -----   -----   MadGraphPythia8EvtGen ttZee_Np1                                    mc15_ttz_madgraph
410113  -----   -----   MadGraphPythia8EvtGen ttZmm_Np0                                    mc15_ttz_madgraph
410114  -----   -----   MadGraphPythia8EvtGen ttZmm_Np1                                    mc15_ttz_madgraph
410115  -----   -----   MadGraphPythia8EvtGen ttZtt_Np0                                    mc15_ttz_madgraph
410116  -----   -----   MadGraphPythia8EvtGen ttZtt_Np1                                    mc15_ttz_madgraph
410080  -----   -----   MadGraphPythia8EvtGen 4topSM                                       mc15_tttt_madgraph
410081  -----   -----   MadGraphPythia8EvtGen ttbarWW                                      mc15_ttww_madgraph
304014  -----   -----   MadGraphPythia8EvtGen 3topSM                                       mc15_ttt_madgraph

410011  -----   -----   PowhegPythiaEvtGen    SingleTopTchan_dilepton_top                  mc15_SingleTopTchan_Powheg_lep_evgen
410012  -----   -----   PowhegPythiaEvtGen    SingleTopTchan_dilepton_antitop              mc15_SingleTopTchan_Powheg_lep_evgen

410013  -----   -----   PowhegPythiaEvtGen    Wt_inclusive_top                             mc15_SingleTopWt_Powheg_evgen
410014  -----   -----   PowhegPythiaEvtGen    Wt_inclusive_antitop                         mc15_SingleTopWt_Powheg_evgen

410015  -----   -----   PowhegPythiaEvtGen    Wt_dilepton_top                    		   mc15_SingleTopWt_Powheg_dilep_evgen
410016  -----   -----   PowhegPythiaEvtGen    Wt_dilepton_antitop                          mc15_SingleTopWt_Powheg_dilep_evgen

407018  -----   -----   PowhegPythiaEvtGen    Wt_inclusive_top_HT500			   mc15_SingleTopWt_Powheg_HT500_evgen
407020  -----   -----   PowhegPythiaEvtGen    Wt_inclusive_antitop_HT500		   mc15_SingleTopWt_Powheg_HT500_evgen

410049  -----   -----   MadGraphPythiaEvtGen  P2012_tZ_4fl_tchan_trilepton    	    mc15_tZ_MadgraphPythia

410025  -----   -----   PowhegPythiaEvtGen    SingleTopSchan_noAllHad_top                  mc15_SingleTopSchan_Powheg_noAllHad
410026  -----   -----   PowhegPythiaEvtGen    SingleTopSchan_noAllHad_antitop              mc15_SingleTopSchan_Powheg_noAllHad

410050	-----	-----	PowhegPythiaEvtGen    tZ_4fl_tchan_noAllHad			   mc15_SingleTopZt_Powheg_evgen

424100  -----   -----   Pythia8B              Jpsimu4mu4                                   mc15_jpsi
423200  -----   -----   Pythia8B              Jpsie3e3                                     mc15_jpsi
423201  -----   -----   Pythia8B              Jpsie3e8                                     mc15_jpsi_3_8
423202  -----   -----   Pythia8B              Jpsie3e13                                    mc15_jpsi_3_13

341079  -----   -----   PowhegPythia8         ggH125_WWlvlv_EF_15_5                        mc15_higgs125_WWlvlv
341080  -----   -----   PowhegPythia8         VBFH125_WWlvlv_EF_15_5                       mc15_higgs125_WWlvlv
341122  -----   -----   PowhegPythia8         ggH125_tautaull                              mc15_higgs125_tt
341123  -----   -----   PowhegPythia8         ggH125_tautaulh                              mc15_higgs125_tt
341124  -----   -----   PowhegPythia8         ggH125_tautauhh                              mc15_higgs125_tt
341155  -----   -----   PowhegPythia8         VBFH125_tautaull                       	   mc15_higgs125_tt
341156  -----   -----   PowhegPythia8         VBFH125_tautaulh                       	   mc15_higgs125_tt
341157  -----   -----   PowhegPythia8         VBFH125_tautauhh                             mc15_higgs125_tt
341505  -----   -----   PowhegPythia8         ggH125_ZZ4lep_noTau                          mc15_higgs125_ZZ4l_noTau
341518  -----   -----   PowhegPythia8         VBFH125_ZZ4lep_noTau                         mc15_higgs125_ZZ4l_noTau
341471  -----   -----   PowhegPythia8         ggH125_ZZ4lep                                mc15_higgs125_ZZ4l
341488  -----   -----   PowhegPythia8         VBFH125_ZZ4lep                               mc15_higgs125_ZZ4l
341445  -----   -----   PowhegPythia8         ggH125_Zllgam                                mc15_higgs125_Zllgam
341446  -----   -----   PowhegPythia8         VBFH125_Zllgam                               mc15_higgs125_Zllgam
341447  -----   -----   PowhegPythia8         WH125_Zllgam                                 mc15_higgs125_Zllgam
341448  -----   -----   PowhegPythia8         ttH125_Zllgam                                mc15_higgs125_Zllgam
341463  -----   -----   PowhegPythia8         ZH125_Zllgam                                 mc15_higgs125_Zllgam
341195  -----   -----   PowhegPythia8         ggH125_mumu                                  mc15_higgs125_mm
341206  -----   -----   PowhegPythia8         VBFH125_mumu                                 mc15_higgs125_mm
341178	-----	-----	PowhegPythia8	      ggH125_ee					   mc15_higgs125_ee
342189	-----	-----	PowhegPythia8	      VBFH125_ee				   mc15_higgs125_ee
342284	-----	-----	PowhegPythia8	      WH125_inc					   mc15_higgs125_inc
342285	-----	-----	PowhegPythia8	      ZH125_inc					   mc15_higgs125_inc

341270	-----	-----	Herwig		      tH125_inc_semil				   mc15_higgs125_inc_semil

301535  -----   -----   Sherpa_CT10           Zeegamma_Up3J_10gamma35                      mc15_Zgamma_Sherpa
301899  -----   -----   Sherpa_CT10           Zeegamma_Up3J_35gamma70                      mc15_Zgamma_Sherpa
301900  -----   -----   Sherpa_CT10           Zeegamma_Up3J_70gamma140                     mc15_Zgamma_Sherpa
301901  -----   -----   Sherpa_CT10           Zeegamma_Up3J_140gamma                       mc15_Zgamma_Sherpa
301536  -----   -----   Sherpa_CT10           Zmmgamma_Up3J_10gamma35                      mc15_Zgamma_Sherpa
301902  -----   -----   Sherpa_CT10           Zmmgamma_Up3J_35gamma70                      mc15_Zgamma_Sherpa
301903  -----   -----   Sherpa_CT10           Zmmgamma_Up3J_70gamma140                     mc15_Zgamma_Sherpa
301904  -----   -----   Sherpa_CT10           Zmmgamma_Up3J_140gamma                       mc15_Zgamma_Sherpa
301905  -----   -----   Sherpa_CT10           Zttgamma_Up3J_35gamma70                      mc15_Zgamma_Sherpa
301906  -----   -----   Sherpa_CT10           Zttgamma_Up3J_70gamma140                     mc15_Zgamma_Sherpa
301907  -----   -----   Sherpa_CT10           Zttgamma_Up3J_140gamma                       mc15_Zgamma_Sherpa
301908  -----   -----   Sherpa_CT10           Znngamma_Up3J_35gamma70                      mc15_Zgamma_Sherpa
