#################################################################################################################
##Format                                                                                                         
# chan  c1_n2   n1      GEN                   PROCESS                              SAMPLE_NAME                   
#################################################################################################################
212272  -----   -----   UNKNOWN_GEN           TEMPORARY_ROBSAMPLE_REPLACE          Sample_ttbar
392200	350.0	250.0	MadGraphPythia8EvtGen	C1N2_WZ_350p0_250p0_3L_2L7				mc15_c1n2_WZ_3lep		
392201	300.0	250.0	MadGraphPythia8EvtGen	C1N2_WZ_300p0_250p0_3L_2L7				mc15_c1n2_WZ_3lep		
392202	500.0	100.0	MadGraphPythia8EvtGen	C1N2_WZ_500p0_100p0_3L_2L7				mc15_c1n2_WZ_3lep		
392203	450.0	150.0	MadGraphPythia8EvtGen	C1N2_WZ_450p0_150p0_3L_2L7				mc15_c1n2_WZ_3lep		
392204	300.0	100.0	MadGraphPythia8EvtGen	C1N2_WZ_300p0_100p0_3L_2L7				mc15_c1n2_WZ_3lep		
392205	350.0	100.0	MadGraphPythia8EvtGen	C1N2_WZ_350p0_100p0_3L_2L7				mc15_c1n2_WZ_3lep		
392206	350.0	300.0	MadGraphPythia8EvtGen	C1N2_WZ_350p0_300p0_3L_2L7				mc15_c1n2_WZ_3lep		
392207	150.0	100.0	MadGraphPythia8EvtGen	C1N2_WZ_150p0_100p0_3L_2L7				mc15_c1n2_WZ_3lep		
392208	300.0	200.0	MadGraphPythia8EvtGen	C1N2_WZ_300p0_200p0_3L_2L7				mc15_c1n2_WZ_3lep		
392209	400.0	100.0	MadGraphPythia8EvtGen	C1N2_WZ_400p0_100p0_3L_2L7				mc15_c1n2_WZ_3lep		
392210	350.0	50.0	MadGraphPythia8EvtGen	C1N2_WZ_350p0_50p0_3L_2L7				mc15_c1n2_WZ_3lep		
392211	350.0	200.0	MadGraphPythia8EvtGen	C1N2_WZ_350p0_200p0_3L_2L7				mc15_c1n2_WZ_3lep		
392212	150.0	50.0	MadGraphPythia8EvtGen	C1N2_WZ_150p0_50p0_3L_2L7				mc15_c1n2_WZ_3lep		
392213	250.0	100.0	MadGraphPythia8EvtGen	C1N2_WZ_250p0_100p0_3L_2L7				mc15_c1n2_WZ_3lep		
392214	450.0	250.0	MadGraphPythia8EvtGen	C1N2_WZ_450p0_250p0_3L_2L7				mc15_c1n2_WZ_3lep		
392215	250.0	150.0	MadGraphPythia8EvtGen	C1N2_WZ_250p0_150p0_3L_2L7				mc15_c1n2_WZ_3lep		
392216	450.0	50.0	MadGraphPythia8EvtGen	C1N2_WZ_450p0_50p0_3L_2L7				mc15_c1n2_WZ_3lep		
392217	400.0	0.0		MadGraphPythia8EvtGen	C1N2_WZ_400p0_0p0_3L_2L7				mc15_c1n2_WZ_3lep		
392218	500.0	400.0	MadGraphPythia8EvtGen	C1N2_WZ_500p0_400p0_3L_2L7				mc15_c1n2_WZ_3lep		
392219	450.0	400.0	MadGraphPythia8EvtGen	C1N2_WZ_450p0_400p0_3L_2L7				mc15_c1n2_WZ_3lep		
392220	350.0	0.0		MadGraphPythia8EvtGen	C1N2_WZ_350p0_0p0_3L_2L7				mc15_c1n2_WZ_3lep		
392221	400.0	200.0	MadGraphPythia8EvtGen	C1N2_WZ_400p0_200p0_3L_2L7				mc15_c1n2_WZ_3lep		
392222	200.0	150.0	MadGraphPythia8EvtGen	C1N2_WZ_200p0_150p0_3L_2L7				mc15_c1n2_WZ_3lep		
392223	500.0	0.0		MadGraphPythia8EvtGen	C1N2_WZ_500p0_0p0_3L_2L7				mc15_c1n2_WZ_3lep		
392224	400.0	300.0	MadGraphPythia8EvtGen	C1N2_WZ_400p0_300p0_3L_2L7				mc15_c1n2_WZ_3lep		
392225	500.0	200.0	MadGraphPythia8EvtGen	C1N2_WZ_500p0_200p0_3L_2L7				mc15_c1n2_WZ_3lep		
392226	100.0	0.0		MadGraphPythia8EvtGen	C1N2_WZ_100p0_0p0_3L_2L7				mc15_c1n2_WZ_3lep		
392227	300.0	150.0	MadGraphPythia8EvtGen	C1N2_WZ_300p0_150p0_3L_2L7				mc15_c1n2_WZ_3lep		
392228	450.0	350.0	MadGraphPythia8EvtGen	C1N2_WZ_450p0_350p0_3L_2L7				mc15_c1n2_WZ_3lep		
392229	100.0	50.0	MadGraphPythia8EvtGen	C1N2_WZ_100p0_50p0_3L_2L7				mc15_c1n2_WZ_3lep		
392230	200.0	100.0	MadGraphPythia8EvtGen	C1N2_WZ_200p0_100p0_3L_2L7				mc15_c1n2_WZ_3lep		
392231	350.0	150.0	MadGraphPythia8EvtGen	C1N2_WZ_350p0_150p0_3L_2L7				mc15_c1n2_WZ_3lep		
392232	500.0	300.0	MadGraphPythia8EvtGen	C1N2_WZ_500p0_300p0_3L_2L7				mc15_c1n2_WZ_3lep		
392233	250.0	200.0	MadGraphPythia8EvtGen	C1N2_WZ_250p0_200p0_3L_2L7				mc15_c1n2_WZ_3lep		
392234	250.0	50.0	MadGraphPythia8EvtGen	C1N2_WZ_250_50_3L_2L7					mc15_c1n2_WZ_3lep		
392235	100.0	87.5	MadGraphPythia8EvtGen	C1N2_WZ_100p0_87p5_3L_2L4andJ20or2L7	mc15_c1n2_WZ_3lep		
392236	100.0	75.0	MadGraphPythia8EvtGen	C1N2_WZ_100p0_75p0_3L_2L4andJ20or2L7	mc15_c1n2_WZ_3lep		
392237	100.0	62.5	MadGraphPythia8EvtGen	C1N2_WZ_100p0_62p5_3L_2L4andJ20or2L7	mc15_c1n2_WZ_3lep		
392238	125.0	112.5	MadGraphPythia8EvtGen	C1N2_WZ_125p0_112p5_3L_2L4andJ20or2L7	mc15_c1n2_WZ_3lep		
392239	125.0	100.0	MadGraphPythia8EvtGen	C1N2_WZ_125p0_100p0_3L_2L4andJ20or2L7	mc15_c1n2_WZ_3lep		
392240	125.0	87.5	MadGraphPythia8EvtGen	C1N2_WZ_125p0_87p5_3L_2L4andJ20or2L7	mc15_c1n2_WZ_3lep		
392241	150.0	137.5	MadGraphPythia8EvtGen	C1N2_WZ_150p0_137p5_3L_2L4andJ20or2L7	mc15_c1n2_WZ_3lep		
392242	150.0	125.0	MadGraphPythia8EvtGen	C1N2_WZ_150p0_125p0_3L_2L4andJ20or2L7	mc15_c1n2_WZ_3lep		
392243	150.0	112.5	MadGraphPythia8EvtGen	C1N2_WZ_150p0_112p5_3L_2L4andJ20or2L7	mc15_c1n2_WZ_3lep		
392244	175.0	162.5	MadGraphPythia8EvtGen	C1N2_WZ_175p0_162p5_3L_2L4andJ20or2L7	mc15_c1n2_WZ_3lep		
392245	175.0	150.0	MadGraphPythia8EvtGen	C1N2_WZ_175p0_150p0_3L_2L4andJ20or2L7	mc15_c1n2_WZ_3lep		
392246	175.0	137.5	MadGraphPythia8EvtGen	C1N2_WZ_175p0_137p5_3L_2L4andJ20or2L7	mc15_c1n2_WZ_3lep		
392247	200.0	187.5	MadGraphPythia8EvtGen	C1N2_WZ_200p0_187p5_3L_2L4andJ20or2L7	mc15_c1n2_WZ_3lep		
392248	200.0	175.0	MadGraphPythia8EvtGen	C1N2_WZ_200p0_175p0_3L_2L4andJ20or2L7	mc15_c1n2_WZ_3lep		
392249	200.0	162.5	MadGraphPythia8EvtGen	C1N2_WZ_200p0_162p5_3L_2L4andJ20or2L7	mc15_c1n2_WZ_3lep		
392250	500.0	350.0	MadGraphPythia8EvtGen	C1N2_WZ_500_350_3L_2L7					mc15_c1n2_WZ_3lep		
392251	500.0	250.0	MadGraphPythia8EvtGen	C1N2_WZ_500_250_3L_2L7					mc15_c1n2_WZ_3lep		
392252	500.0	150.0	MadGraphPythia8EvtGen	C1N2_WZ_500_150_3L_2L7					mc15_c1n2_WZ_3lep		
392253	500.0	50.0	MadGraphPythia8EvtGen	C1N2_WZ_500_50_3L_2L7					mc15_c1n2_WZ_3lep		
392254	550.0	400.0	MadGraphPythia8EvtGen	C1N2_WZ_550_400_3L_2L7					mc15_c1n2_WZ_3lep		
392255	550.0	350.0	MadGraphPythia8EvtGen	C1N2_WZ_550_350_3L_2L7					mc15_c1n2_WZ_3lep		
392256	550.0	300.0	MadGraphPythia8EvtGen	C1N2_WZ_550_300_3L_2L7					mc15_c1n2_WZ_3lep		
392257	550.0	250.0	MadGraphPythia8EvtGen	C1N2_WZ_550_250_3L_2L7					mc15_c1n2_WZ_3lep		
392258	550.0	200.0	MadGraphPythia8EvtGen	C1N2_WZ_550_200_3L_2L7					mc15_c1n2_WZ_3lep		
392259	550.0	150.0	MadGraphPythia8EvtGen	C1N2_WZ_550_150_3L_2L7					mc15_c1n2_WZ_3lep		
392260	550.0	100.0	MadGraphPythia8EvtGen	C1N2_WZ_550_100_3L_2L7					mc15_c1n2_WZ_3lep		
392261	550.0	50.0	MadGraphPythia8EvtGen	C1N2_WZ_550_50_3L_2L7					mc15_c1n2_WZ_3lep		
392262	550.0	0.0		MadGraphPythia8EvtGen	C1N2_WZ_550_0_3L_2L7					mc15_c1n2_WZ_3lep		
392263	600.0	400.0	MadGraphPythia8EvtGen	C1N2_WZ_600_400_3L_2L7					mc15_c1n2_WZ_3lep		
392264	600.0	350.0	MadGraphPythia8EvtGen	C1N2_WZ_600_350_3L_2L7					mc15_c1n2_WZ_3lep		
392265	600.0	300.0	MadGraphPythia8EvtGen	C1N2_WZ_600_300_3L_2L7					mc15_c1n2_WZ_3lep		
392266	600.0	250.0	MadGraphPythia8EvtGen	C1N2_WZ_600_250_3L_2L7					mc15_c1n2_WZ_3lep		
392267	600.0	200.0	MadGraphPythia8EvtGen	C1N2_WZ_600_200_3L_2L7					mc15_c1n2_WZ_3lep		
392268	600.0	150.0	MadGraphPythia8EvtGen	C1N2_WZ_600_150_3L_2L7					mc15_c1n2_WZ_3lep		
392269	600.0	100.0	MadGraphPythia8EvtGen	C1N2_WZ_600_100_3L_2L7					mc15_c1n2_WZ_3lep		
392270	600.0	50.0	MadGraphPythia8EvtGen	C1N2_WZ_600_50_3L_2L7					mc15_c1n2_WZ_3lep		
392271	600.0	0.0		MadGraphPythia8EvtGen	C1N2_WZ_600_0_3L_2L7					mc15_c1n2_WZ_3lep		
392272	650.0	350.0	MadGraphPythia8EvtGen	C1N2_WZ_650_350_3L_2L7					mc15_c1n2_WZ_3lep		
392273	650.0	250.0	MadGraphPythia8EvtGen	C1N2_WZ_650_250_3L_2L7					mc15_c1n2_WZ_3lep		
392274	650.0	150.0	MadGraphPythia8EvtGen	C1N2_WZ_650_150_3L_2L7					mc15_c1n2_WZ_3lep		
392275	650.0	50.0	MadGraphPythia8EvtGen	C1N2_WZ_650_50_3L_2L7					mc15_c1n2_WZ_3lep		
392276	700.0	400.0	MadGraphPythia8EvtGen	C1N2_WZ_700_400_3L_2L7					mc15_c1n2_WZ_3lep		
392277	700.0	300.0	MadGraphPythia8EvtGen	C1N2_WZ_700_300_3L_2L7					mc15_c1n2_WZ_3lep		
392278	700.0	200.0	MadGraphPythia8EvtGen	C1N2_WZ_700_200_3L_2L7					mc15_c1n2_WZ_3lep		
392279	700.0	100.0	MadGraphPythia8EvtGen	C1N2_WZ_700_100_3L_2L7					mc15_c1n2_WZ_3lep		
392280	700.0	0.0.0	MadGraphPythia8EvtGen	C1N2_WZ_700_0_3L_2L7					mc15_c1n2_WZ_3lep		
392281	225.0	212.5	MadGraphPythia8EvtGen	C1N2_WZ_225p0_212p5_3L_2L4andJ20or2L7	mc15_c1n2_WZ_3lep		
392282	225.0	200.0	MadGraphPythia8EvtGen	C1N2_WZ_225p0_200p0_3L_2L4andJ20or2L7	mc15_c1n2_WZ_3lep		
392283	225.0	187.5	MadGraphPythia8EvtGen	C1N2_WZ_225p0_187p5_3L_2L4andJ20or2L7	mc15_c1n2_WZ_3lep		
392284	250.0	237.5	MadGraphPythia8EvtGen	C1N2_WZ_250p0_237p5_3L_2L4andJ20or2L7	mc15_c1n2_WZ_3lep		
392285	250.0	225.0	MadGraphPythia8EvtGen	C1N2_WZ_250p0_225p0_3L_2L4andJ20or2L7	mc15_c1n2_WZ_3lep		
392286	250.0	212.5	MadGraphPythia8EvtGen	C1N2_WZ_250p0_212p5_3L_2L4andJ20or2L7	mc15_c1n2_WZ_3lep

392400	100		87.5	MadGraphPythia8EvtGen	C1N2_Slep_100_87p5_2L5andJ20			mc15_c1n2_slep	
392401	100		75		MadGraphPythia8EvtGen	C1N2_Slep_100_75_2L5andJ20				mc15_c1n2_slep
392402	150		50		MadGraphPythia8EvtGen	C1N2_Slep_150_50_2L5					mc15_c1n2_slep
392403	200		187.5	MadGraphPythia8EvtGen	C1N2_Slep_200_187p5_2L5andJ20			mc15_c1n2_slep	
392404	200		175		MadGraphPythia8EvtGen	C1N2_Slep_200_175_2L5andJ20				mc15_c1n2_slep
392405	200		150		MadGraphPythia8EvtGen	C1N2_Slep_200_150_2L5					mc15_c1n2_slep
392406	200		100		MadGraphPythia8EvtGen	C1N2_Slep_200_100_2L5					mc15_c1n2_slep
392407	300		287.5	MadGraphPythia8EvtGen	C1N2_Slep_300_287p5_2L5andJ20			mc15_c1n2_slep	
392408	300		275		MadGraphPythia8EvtGen	C1N2_Slep_300_275_2L5andJ20				mc15_c1n2_slep
392409	300		250		MadGraphPythia8EvtGen	C1N2_Slep_300_250_2L5					mc15_c1n2_slep
392410	300		200		MadGraphPythia8EvtGen	C1N2_Slep_300_200_2L5					mc15_c1n2_slep
392411	300		100		MadGraphPythia8EvtGen	C1N2_Slep_300_100_2L5					mc15_c1n2_slep
392412	400		387.5	MadGraphPythia8EvtGen	C1N2_Slep_400_387p5_2L5andJ20			mc15_c1n2_slep	
392413	400		375		MadGraphPythia8EvtGen	C1N2_Slep_400_375_2L5andJ20				mc15_c1n2_slep
392414	400		350		MadGraphPythia8EvtGen	C1N2_Slep_400_350_2L5					mc15_c1n2_slep
392415	400		300		MadGraphPythia8EvtGen	C1N2_Slep_400_300_2L5					mc15_c1n2_slep
392416	400		200		MadGraphPythia8EvtGen	C1N2_Slep_400_200_2L5					mc15_c1n2_slep
392417	400		100		MadGraphPythia8EvtGen	C1N2_Slep_400_100_2L5					mc15_c1n2_slep
392418	500		487.5	MadGraphPythia8EvtGen	C1N2_Slep_500_487p5_2L5andJ20			mc15_c1n2_slep	
392419	500		475		MadGraphPythia8EvtGen	C1N2_Slep_500_475_2L5andJ20				mc15_c1n2_slep
392420	500		450		MadGraphPythia8EvtGen	C1N2_Slep_500_450_2L5					mc15_c1n2_slep
392421	500		400		MadGraphPythia8EvtGen	C1N2_Slep_500_400_2L5					mc15_c1n2_slep
392422	500		300		MadGraphPythia8EvtGen	C1N2_Slep_500_300_2L5					mc15_c1n2_slep
392423	500		200		MadGraphPythia8EvtGen	C1N2_Slep_500_200_2L5					mc15_c1n2_slep
392424	500		100		MadGraphPythia8EvtGen	C1N2_Slep_500_100_2L5					mc15_c1n2_slep
392425	500		0		MadGraphPythia8EvtGen	C1N2_Slep_500_0_2L5						mc15_c1n2_slep
392426	600		587.5	MadGraphPythia8EvtGen	C1N2_Slep_600_587p5_2L5andJ20			mc15_c1n2_slep	
392427	600		575		MadGraphPythia8EvtGen	C1N2_Slep_600_575_2L5andJ20				mc15_c1n2_slep
392428	600		550		MadGraphPythia8EvtGen	C1N2_Slep_600_550_2L5					mc15_c1n2_slep
392429	600		500		MadGraphPythia8EvtGen	C1N2_Slep_600_500_2L5					mc15_c1n2_slep
392430	600		400		MadGraphPythia8EvtGen	C1N2_Slep_600_400_2L5					mc15_c1n2_slep
392431	600		300		MadGraphPythia8EvtGen	C1N2_Slep_600_300_2L5					mc15_c1n2_slep
392432	600		200		MadGraphPythia8EvtGen	C1N2_Slep_600_200_2L5					mc15_c1n2_slep
392433	600		100		MadGraphPythia8EvtGen	C1N2_Slep_600_100_2L5					mc15_c1n2_slep
392434	600		0		MadGraphPythia8EvtGen	C1N2_Slep_600_0_2L5						mc15_c1n2_slep
392435	700		600		MadGraphPythia8EvtGen	C1N2_Slep_700_600_2L5					mc15_c1n2_slep
392436	700		500		MadGraphPythia8EvtGen	C1N2_Slep_700_500_2L5					mc15_c1n2_slep
392437	700		400		MadGraphPythia8EvtGen	C1N2_Slep_700_400_2L5					mc15_c1n2_slep
392438	700		300		MadGraphPythia8EvtGen	C1N2_Slep_700_300_2L5					mc15_c1n2_slep
392439	700		200		MadGraphPythia8EvtGen	C1N2_Slep_700_200_2L5					mc15_c1n2_slep
392440	700		100		MadGraphPythia8EvtGen	C1N2_Slep_700_100_2L5					mc15_c1n2_slep
392441	700		0		MadGraphPythia8EvtGen	C1N2_Slep_700_0_2L5						mc15_c1n2_slep
392442	800		700		MadGraphPythia8EvtGen	C1N2_Slep_800_700_2L5					mc15_c1n2_slep
392443	800		600		MadGraphPythia8EvtGen	C1N2_Slep_800_600_2L5					mc15_c1n2_slep
392444	800		400		MadGraphPythia8EvtGen	C1N2_Slep_800_400_2L5					mc15_c1n2_slep
392445	800		200		MadGraphPythia8EvtGen	C1N2_Slep_800_200_2L5					mc15_c1n2_slep
392446	800		0		MadGraphPythia8EvtGen	C1N2_Slep_800_0_2L5						mc15_c1n2_slep
392447	900		800		MadGraphPythia8EvtGen	C1N2_Slep_900_800_2L5					mc15_c1n2_slep
392448	900		700		MadGraphPythia8EvtGen	C1N2_Slep_900_700_2L5					mc15_c1n2_slep
392449	900		600		MadGraphPythia8EvtGen	C1N2_Slep_900_600_2L5					mc15_c1n2_slep
392450	900		500		MadGraphPythia8EvtGen	C1N2_Slep_900_500_2L5					mc15_c1n2_slep
392451	900		400		MadGraphPythia8EvtGen	C1N2_Slep_900_400_2L5					mc15_c1n2_slep
392452	900		300		MadGraphPythia8EvtGen	C1N2_Slep_900_300_2L5					mc15_c1n2_slep
392453	900		200		MadGraphPythia8EvtGen	C1N2_Slep_900_200_2L5					mc15_c1n2_slep
392454	900		100		MadGraphPythia8EvtGen	C1N2_Slep_900_100_2L5					mc15_c1n2_slep
392455	900		0		MadGraphPythia8EvtGen	C1N2_Slep_900_0_2L5						mc15_c1n2_slep
392456	1000	900		MadGraphPythia8EvtGen	C1N2_Slep_1000_900_2L5					mc15_c1n2_slep
392457	1000	800		MadGraphPythia8EvtGen	C1N2_Slep_1000_800_2L5					mc15_c1n2_slep
392458	1000	700		MadGraphPythia8EvtGen	C1N2_Slep_1000_700_2L5					mc15_c1n2_slep
392459	1000	600		MadGraphPythia8EvtGen	C1N2_Slep_1000_600_2L5					mc15_c1n2_slep
392460	1000	500		MadGraphPythia8EvtGen	C1N2_Slep_1000_500_2L5					mc15_c1n2_slep
392461	1000	400		MadGraphPythia8EvtGen	C1N2_Slep_1000_400_2L5					mc15_c1n2_slep
392462	1000	300		MadGraphPythia8EvtGen	C1N2_Slep_1000_300_2L5					mc15_c1n2_slep
392463	1000	200		MadGraphPythia8EvtGen	C1N2_Slep_1000_200_2L5					mc15_c1n2_slep
392464	1000	100		MadGraphPythia8EvtGen	C1N2_Slep_1000_100_2L5					mc15_c1n2_slep
392465	1000	0		MadGraphPythia8EvtGen	C1N2_Slep_1000_0_2L5					mc15_c1n2_slep
392466	1100	1000	MadGraphPythia8EvtGen	C1N2_Slep_1100_1000_2L5					mc15_c1n2_slep	
392467	1100	900		MadGraphPythia8EvtGen	C1N2_Slep_1100_900_2L5					mc15_c1n2_slep
392468	1100	800		MadGraphPythia8EvtGen	C1N2_Slep_1100_800_2L5					mc15_c1n2_slep
392469	1100	700		MadGraphPythia8EvtGen	C1N2_Slep_1100_700_2L5					mc15_c1n2_slep
392470	1100	600		MadGraphPythia8EvtGen	C1N2_Slep_1100_600_2L5					mc15_c1n2_slep
392471	1100	500		MadGraphPythia8EvtGen	C1N2_Slep_1100_500_2L5					mc15_c1n2_slep
392472	1100	400		MadGraphPythia8EvtGen	C1N2_Slep_1100_400_2L5					mc15_c1n2_slep
392473	1100	300		MadGraphPythia8EvtGen	C1N2_Slep_1100_300_2L5					mc15_c1n2_slep
392474	1100	200		MadGraphPythia8EvtGen	C1N2_Slep_1100_200_2L5					mc15_c1n2_slep
392475	1100	100		MadGraphPythia8EvtGen	C1N2_Slep_1100_100_2L5					mc15_c1n2_slep
392476	1100	0		MadGraphPythia8EvtGen	C1N2_Slep_1100_0_2L5					mc15_c1n2_slep
392477	1200	1000	MadGraphPythia8EvtGen	C1N2_Slep_1200_1000_2L5					mc15_c1n2_slep
392478	1200	800		MadGraphPythia8EvtGen	C1N2_Slep_1200_800_2L5					mc15_c1n2_slep
392479	1200	600		MadGraphPythia8EvtGen	C1N2_Slep_1200_600_2L5					mc15_c1n2_slep
392480	1200	400		MadGraphPythia8EvtGen	C1N2_Slep_1200_400_2L5					mc15_c1n2_slep
392481	1200	200		MadGraphPythia8EvtGen	C1N2_Slep_1200_200_2L5					mc15_c1n2_slep
392482	1200	0		MadGraphPythia8EvtGen	C1N2_Slep_1200_0_2L5					mc15_c1n2_slep		
			
361020  -----   -----   Pythia8EvtGen         jetjet_JZ0W                                  mc15_dijet_powheg
361021  -----   -----   Pythia8EvtGen         jetjet_JZ1W                                  mc15_dijet_powheg
361022  -----   -----   Pythia8EvtGen         jetjet_JZ2W                                  mc15_dijet_powheg
361023  -----   -----   Pythia8EvtGen         jetjet_JZ3W                                  mc15_dijet_powheg
361024  -----   -----   Pythia8EvtGen         jetjet_JZ4W                                  mc15_dijet_powheg
361025  -----   -----   Pythia8EvtGen         jetjet_JZ5W                                  mc15_dijet_powheg
361026  -----   -----   Pythia8EvtGen         jetjet_JZ6W                                  mc15_dijet_powheg
361027  -----   -----   Pythia8EvtGen         jetjet_JZ7W                                  mc15_dijet_powheg
361028  -----   -----   Pythia8EvtGen         jetjet_JZ8W                                  mc15_dijet_powheg
361029  -----   -----   Pythia8EvtGen         jetjet_JZ9W                                  mc15_dijet_powheg
361030  -----   -----   Pythia8EvtGen         jetjet_JZ10W                                 mc15_dijet_powheg
361032  -----   -----   Pythia8EvtGen         jetjet_JZ12W                                 mc15_dijet_powheg

187150  -----   -----   Powheg+Pythia8        AU2CT10_WpWm_ee                         	   mc12_qqww_powheg
187151  -----   -----   Powheg+Pythia8        AU2CT10_WpWm_mue                         	   mc12_qqww_powheg
187152  -----   -----   Powheg+Pythia8        AU2CT10_WpWm_taue                       	   mc12_qqww_powheg
187153  -----   -----   Powheg+Pythia8        AU2CT10_WpWm_emu                         	   mc12_qqww_powheg
187154  -----   -----   Powheg+Pythia8        AU2CT10_WpWm_mumu                       	   mc12_qqww_powheg
187155  -----   -----   Powheg+Pythia8        AU2CT10_WpWm_taumu                       	   mc12_qqww_powheg
187156  -----   -----   Powheg+Pythia8        AU2CT10_WpWm_etau                        	   mc12_qqww_powheg
187157  -----   -----   Powheg+Pythia8        AU2CT10_WpWm_mutau                       	   mc12_qqww_powheg
187158  -----   -----   Powheg+Pythia8        AU2CT10_WpWm_tautau                      	   mc12_qqww_powheg

187160  -----   -----   Powheg+Pythia8        AU2CT10_WmZ_3e_mll0p25_2Lfilter              mc12_wz_powheg
187161  -----   -----   Powheg+Pythia8        AU2CT10_WmZ_e2mu_mll0p4614_2Lfilter          mc12_wz_powheg
187162  -----   -----   Powheg+Pythia8        AU2CT10_WmZ_e2tau_mll3p804_2Lfilter          mc12_wz_powheg
187163  -----   -----   Powheg+Pythia8        AU2CT10_WmZ_mu2e_mll0p25_2Lfilter            mc12_wz_powheg
187164  -----   -----   Powheg+Pythia8        AU2CT10_WmZ_3mu_mll0p4614_2Lfilter           mc12_wz_powheg
187165  -----   -----   Powheg+Pythia8        AU2CT10_WmZ_mu2tau_mll3p804_2Lfilter         mc12_wz_powheg
187166  -----   -----   Powheg+Pythia8        AU2CT10_WmZ_tau2e_mll0p25_2Lfilter           mc12_wz_powheg
187167  -----   -----   Powheg+Pythia8        AU2CT10_WmZ_tau2mu_mll0p4614_2Lfilter        mc12_wz_powheg
187168  -----   -----   Powheg+Pythia8        AU2CT10_WmZ_3tau_mll3p804_2Lfilter           mc12_wz_powheg
187170  -----   -----   Powheg+Pythia8        AU2CT10_WpZ_3e_mll0p25_2Lfilter              mc12_wz_powheg
187171  -----   -----   Powheg+Pythia8        AU2CT10_WpZ_e2mu_mll0p4614_2Lfilter          mc12_wz_powheg
187172  -----   -----   Powheg+Pythia8        AU2CT10_WpZ_e2tau_mll3p804_2Lfilter          mc12_wz_powheg
187173  -----   -----   Powheg+Pythia8        AU2CT10_WpZ_mu2e_mll0p25_2Lfilter            mc12_wz_powheg
187174  -----   -----   Powheg+Pythia8        AU2CT10_WpZ_3mu_mll0p4614_2Lfilter           mc12_wz_powheg
187175  -----   -----   Powheg+Pythia8        AU2CT10_WpZ_mu2tau_mll3p804_2Lfilter         mc12_wz_powheg
187176  -----   -----   Powheg+Pythia8        AU2CT10_WpZ_tau2e_mll0p25_2Lfilter           mc12_wz_powheg
187177  -----   -----   Powheg+Pythia8        AU2CT10_WpZ_tau2mu_mll0p4614_2Lfilter        mc12_wz_powheg
187178  -----   -----   Powheg+Pythia8        AU2CT10_WpZ_3tau_mll3p804_2Lfilter           mc12_wz_powheg

187180  -----   -----   Powheg+Pythia8        AU2CT10_ZZ_4e_mll4_2Lfilter                  mc12_zz_powheg
187181  -----   -----   Powheg+Pythia8        AU2CT10_ZZ_2e2mu_mll4_2Lfilter               mc12_zz_powheg
187182  -----   -----   Powheg+Pythia8        AU2CT10_ZZ_2e2tau_mll4_2Lfilter              mc12_zz_powheg
187183  -----   -----   Powheg+Pythia8        AU2CT10_ZZ_4mu_mll4_2Lfilter                 mc12_zz_powheg
187184  -----   -----   Powheg+Pythia8        AU2CT10_ZZ_2mu2tau_mll4_2Lfilter             mc12_zz_powheg
187185  -----   -----   Powheg+Pythia8        AU2CT10_ZZ_4tau_mll4_2Lfilter                mc12_zz_powheg
187186  -----   -----   Powheg+Pythia8        AU2CT10_ZZ_2e2nu_mll4                        mc12_zz_powheg
187187  -----   -----   Powheg+Pythia8        AU2CT10_ZZ_2mu2nu_mll4                       mc12_zz_powheg
187188  -----   -----   Powheg+Pythia8        AU2CT10_ZZ_2tau2nu_mll4                      mc12_zz_powheg

361106  -----   -----   Powheg+Pythia8EvtGen  Zee                                          mc15_Zee_Powheg_evgen
361107  -----   -----   Powheg+Pythia8EvtGen  Zmumu                                        mc15_Zmm_Powheg_evgen
361108  -----   -----   Powheg+Pythia8EvtGen  Ztautau                                      mc15_Ztt_Powheg_evgen

361600  -----   -----   Powheg+Pythia8EvtGen  WWlvlv                                       mc15_ww_powheg
361601  -----   -----   Powheg+Pythia8EvtGen  WZlvll_mll4                                  mc15_wz_powheg
361602  -----   -----   Powheg+Pythia8EvtGen  WZlvvv_mll4                                  mc15_wz_powheg_ignore
361603  -----   -----   Powheg+Pythia8EvtGen  ZZllll_mll4                                  mc15_zz_powheg
361604  -----   -----   Powheg+Pythia8EvtGen  ZZvvll_mll4                                  mc15_zz_powheg

361603  -----   -----   Powheg+Pythia8EvtGen  ZZllll_mll4                                  mc15_zz_powheg_4l

361372  -----   -----   Sherpa_CT10           Zee_Pt0_70_CVetoBVeto                  	   mc15_zjet_sherpa_ee
361373  -----   -----   Sherpa_CT10           Zee_Pt0_70_CFilterBVeto             	   	   mc15_zjet_sherpa_ee
361374  -----   -----   Sherpa_CT10           Zee_Pt0_70_BFilter               	   		   mc15_zjet_sherpa_ee
361375  -----   -----   Sherpa_CT10           Zee_Pt70_140_CVetoBVeto                  	   mc15_zjet_sherpa_ee
361376  -----   -----   Sherpa_CT10           Zee_Pt70_140_CFilterBVeto             	   mc15_zjet_sherpa_ee
361377  -----   -----   Sherpa_CT10           Zee_Pt70_140_BFilter               	   	   mc15_zjet_sherpa_ee
361378  -----   -----   Sherpa_CT10           Zee_Pt140_280_CVetoBVeto                     mc15_zjet_sherpa_ee
361379  -----   -----   Sherpa_CT10           Zee_Pt140_280_CFilterBVeto             	   mc15_zjet_sherpa_ee
