#################################################################################################################
## File for samples that are not used really anymore (but we want to keep the info around)
## Format                                                                                                         
# chan  c1_n2   n1      GEN                   PROCESS                              SAMPLE_NAME                   
#################################################################################################################

181315  -----   -----   Alpgen+Herwig         Zee+5p(10<M<60GeV)_2l_VBF_EF         NO_SUBGROUP
181320  -----   -----   Alpgen+Herwig         Zmumu+0p(10<M<60GeV)_2l_VBF_EF       NO_SUBGROUP
181321  -----   -----   Alpgen+Herwig         Zmumu+1p(10<M<60GeV)_2l_VBF_EF       NO_SUBGROUP
181322  -----   -----   Alpgen+Herwig         Zmumu+2p(10<M<60GeV)_2l_VBF_EF       NO_SUBGROUP
181323  -----   -----   Alpgen+Herwig         Zmumu+3p(10<M<60GeV)_2l_VBF_EF       NO_SUBGROUP
181324  -----   -----   Alpgen+Herwig         Zmumu+4p(10<M<60GeV)_2l_VBF_EF       NO_SUBGROUP
181325  -----   -----   Alpgen+Herwig         Zmumu+5p(10<M<60GeV)_2l_VBF_EF       NO_SUBGROUP

126414  -----   -----   Alpgen+Herwig         Zeecc+0p(30<M<10000)                 NO_SUBGROUP
126415  -----   -----   Alpgen+Herwig         Zeecc+1p(30<M<10000)                 NO_SUBGROUP
126416  -----   -----   Alpgen+Herwig         Zeecc+2p(30<M<10000)                 NO_SUBGROUP
126417  -----   -----   Alpgen+Herwig         Zeecc+3p(30<M<10000)                 NO_SUBGROUP
126418  -----   -----   Alpgen+Herwig         Zmumucc+0p(30<M<10000)               NO_SUBGROUP
126419  -----   -----   Alpgen+Herwig         Zmumucc+1p(30<M<10000)               NO_SUBGROUP
126420  -----   -----   Alpgen+Herwig         Zmumucc+2p(30<M<10000)               NO_SUBGROUP
126421  -----   -----   Alpgen+Herwig         Zmumucc+3p(30<M<10000)               NO_SUBGROUP
117706  -----   -----   Alpgen+Herwig         Ztautaucc+0p(30<M<10000)             NO_SUBGROUP
117707  -----   -----   Alpgen+Herwig         Ztautaucc+1p(30<M<10000)             NO_SUBGROUP
117708  -----   -----   Alpgen+Herwig         Ztautaucc+2p(30<M<10000)             NO_SUBGROUP
117709  -----   -----   Alpgen+Herwig         Ztautaucc+3p(30<M<10000)             NO_SUBGROUP

189110  -----   -----   Alpgen+Herwig         Zee+0p(Mll>100)                      NO_SUBGROUP
189111  -----   -----   Alpgen+Herwig         Zee+1p(Mll>100)                      NO_SUBGROUP
189112  -----   -----   Alpgen+Herwig         Zee+2p(Mll>100)                      NO_SUBGROUP
189113  -----   -----   Alpgen+Herwig         Zee+3p(Mll>100)                      NO_SUBGROUP
189114  -----   -----   Alpgen+Herwig         Zee+4p(Mll>100)                      NO_SUBGROUP
189115  -----   -----   Alpgen+Herwig         Zee+5p(inlc)(Mll>100)                NO_SUBGROUP

189118  -----   -----   Alpgen+Herwig         Zmumu+0p(Mll>100)                    NO_SUBGROUP
189119  -----   -----   Alpgen+Herwig         Zmumu+1p(Mll>100)                    NO_SUBGROUP
189120  -----   -----   Alpgen+Herwig         Zmumu+2p(Mll>100)                    NO_SUBGROUP
189121  -----   -----   Alpgen+Herwig         Zmumu+3p(Mll>100)                    NO_SUBGROUP
189122  -----   -----   Alpgen+Herwig         Zmumu+4p(Mll>100)                    NO_SUBGROUP
189123  -----   -----   Alpgen+Herwig         Zmumu+5p(incl)(Mll>100)              NO_SUBGROUP

128976  -----   -----   Sherpa                Zmumu+HF(40<Mll)                     NO_SUBGROUP
146821  -----   -----   Sherpa                Zmumu+LF(40<Mll)                     NO_SUBGROUP

129921  -----   -----   Sherpa                Z->ee2jEW(40<Mll)                    NO_SUBGROUP
129922  -----   -----   Sherpa                Z->mm2jEW(40<Mll)                    NO_SUBGROUP
167723  -----   -----   Sherpa                Z->tt2jEW(40<Mll)                    NO_SUBGROUP
129924  -----   -----   Sherpa                Z->ee2jEW(40<Mll,inc.t-ch)           NO_SUBGROUP
129925  -----   -----   Sherpa                Z->mm2jEW(40<Mll,inc.t-ch)           NO_SUBGROUP
167724  -----   -----   Sherpa                Z->tt2jEW(40<Mll,inc.t-ch)           NO_SUBGROUP
181347  -----   -----   Sherpa                Z->ee2jEW(7<Mll<40,inc.t-ch)         NO_SUBGROUP
181348  -----   -----   Sherpa                Z->mm2jEW(7<Mll<40,inc.t-ch)         NO_SUBGROUP
181349  -----   -----   Sherpa                Z->tt2jEW(7<Mll<40,inc.t-ch)         NO_SUBGROUP

